"gene_id"	"brief.description"
"3302"	"FBgn0030015"	""
"3303"	"FBgn0030016"	""
"3304"	"FBgn0030017"	""
"3305"	"FBgn0030018"	""
"3306"	"FBgn0030025"	""
"3307"	"FBgn0030026"	""
"3308"	"FBgn0030027"	""
"3309"	"FBgn0030028"	""
"3310"	"FBgn0030029"	""
"3311"	"FBgn0030030"	""
"3312"	"FBgn0030033"	""
"3313"	"FBgn0030034"	""
"3314"	"FBgn0030035"	""
"3315"	"FBgn0030037"	""
"3316"	"FBgn0030038"	""
"3317"	"FBgn0030039"	""
"3318"	"FBgn0030040"	""
"3319"	"FBgn0030041"	""
"3320"	"FBgn0030048"	""
"3321"	"FBgn0030049"	""
"3322"	"FBgn0030050"	""
"3323"	"FBgn0030051"	""
"3324"	"FBgn0030052"	""
"3325"	"FBgn0030053"	""
"3326"	"FBgn0030054"	""
"3327"	"FBgn0030055"	""
"3328"	"FBgn0030056"	""
"3329"	"FBgn0030057"	""
"3330"	"FBgn0030058"	""
"3331"	"FBgn0030060"	""
"3332"	"FBgn0030061"	""
"3333"	"FBgn0030063"	""
"3334"	"FBgn0030065"	""
"3335"	"FBgn0030066"	""
"3336"	"FBgn0030067"	""
"3337"	"FBgn0030071"	""
"3338"	"FBgn0030073"	""
"3339"	"FBgn0030074"	""
"3340"	"FBgn0030077"	""
"3341"	"FBgn0030078"	""
"3342"	"FBgn0030081"	""
"3343"	"FBgn0030082"	""
"3344"	"FBgn0030085"	""
"3345"	"FBgn0030086"	""
"3346"	"FBgn0030087"	""
"3347"	"FBgn0030088"	""
"3348"	"FBgn0030089"	""
"3349"	"FBgn0030090"	""
"3350"	"FBgn0030091"	""
"3351"	"FBgn0030092"	""
"3352"	"FBgn0030093"	""
"3353"	"FBgn0030096"	""
"3354"	"FBgn0030097"	""
"3355"	"FBgn0030098"	""
"3356"	"FBgn0030099"	""
"3357"	"FBgn0030100"	""
"3358"	"FBgn0030101"	""
"3359"	"FBgn0030102"	""
"3360"	"FBgn0030103"	""
"3361"	"FBgn0030104"	""
"3362"	"FBgn0030105"	""
"3363"	"FBgn0030107"	""
"3364"	"FBgn0030108"	""
"3365"	"FBgn0030109"	""
"3366"	"FBgn0030114"	""
"3367"	"FBgn0030116"	""
"3368"	"FBgn0030117"	""
"3369"	"FBgn0030120"	""
"3370"	"FBgn0030121"	""
"3371"	"FBgn0030122"	""
"3372"	"FBgn0030136"	""
"3373"	"FBgn0030137"	""
"3374"	"FBgn0030141"	""
"3375"	"FBgn0030148"	""
"3376"	"FBgn0030151"	""
"3377"	"FBgn0030156"	""
"3378"	"FBgn0030157"	""
"3379"	"FBgn0030158"	""
"3380"	"FBgn0030159"	""
"3381"	"FBgn0030160"	""
"3382"	"FBgn0030161"	""
"3383"	"FBgn0030162"	""
"3384"	"FBgn0030163"	""
"3385"	"FBgn0030164"	""
"3386"	"FBgn0030167"	""
"3387"	"FBgn0030170"	""
"3388"	"FBgn0030174"	""
"3389"	"FBgn0030177"	""
"3390"	"FBgn0030178"	""
"3391"	"FBgn0030181"	""
"3392"	"FBgn0030183"	""
"3393"	"FBgn0030186"	""
"3394"	"FBgn0030187"	""
"3395"	"FBgn0030189"	""
"3396"	"FBgn0030191"	""
"3397"	"FBgn0030195"	""
"3398"	"FBgn0030196"	""
"3399"	"FBgn0030200"	""
"3400"	"FBgn0030202"	""
"3401"	"FBgn0030204"	""
"3402"	"FBgn0030206"	""
"3403"	"FBgn0030207"	""
"3404"	"FBgn0030208"	""
"3405"	"FBgn0030215"	""
"3406"	"FBgn0030217"	""
"3407"	"FBgn0030218"	""
"3408"	"FBgn0030221"	""
"3409"	"FBgn0030222"	""
"3410"	"FBgn0030223"	""
"3411"	"FBgn0030224"	""
"3412"	"FBgn0030228"	""
"3413"	"FBgn0030230"	""
"3414"	"FBgn0030234"	""
"3415"	"FBgn0030237"	""
"3416"	"FBgn0030239"	""
"3417"	"FBgn0030240"	""
"3418"	"FBgn0030241"	""
"3419"	"FBgn0030242"	""
"3420"	"FBgn0030243"	""
"3421"	"FBgn0030244"	""
"3422"	"FBgn0030245"	""
"3423"	"FBgn0030246"	""
"3424"	"FBgn0030247"	""
"3425"	"FBgn0030251"	""
"3426"	"FBgn0030257"	""
"3427"	"FBgn0030258"	""
"3428"	"FBgn0030259"	""
"3429"	"FBgn0030260"	""
"3430"	"FBgn0030261"	""
"3431"	"FBgn0030262"	""
"3432"	"FBgn0030263"	""
"3433"	"FBgn0030266"	""
"3434"	"FBgn0030268"	""
"3435"	"FBgn0030269"	""
"3436"	"FBgn0030270"	""
"3437"	"FBgn0030271"	""
"3438"	"FBgn0030272"	""
"3439"	"FBgn0030274"	""
"3440"	"FBgn0030276"	""
"3441"	"FBgn0030277"	""
"3442"	"FBgn0030278"	""
"3443"	"FBgn0030280"	""
"3444"	"FBgn0030283"	""
"3445"	"FBgn0030286"	""
"3446"	"FBgn0030289"	""
"3447"	"FBgn0030290"	""
"3448"	"FBgn0030291"	""
"3449"	"FBgn0030292"	""
"3450"	"FBgn0030293"	""
"3451"	"FBgn0030294"	""
"3452"	"FBgn0030296"	""
"3453"	"FBgn0030297"	""
"3454"	"FBgn0030298"	""
"3455"	"FBgn0030300"	""
"3456"	"FBgn0030301"	""
"3457"	"FBgn0030304"	""
"3458"	"FBgn0030305"	""
"3459"	"FBgn0030306"	""
"3460"	"FBgn0030307"	""
"3461"	"FBgn0030309"	""
"3462"	"FBgn0030310"	""
"3463"	"FBgn0030311"	""
"3464"	"FBgn0030313"	""
"3465"	"FBgn0030314"	""
"3466"	"FBgn0030316"	""
"3467"	"FBgn0030317"	""
"3468"	"FBgn0030318"	""
"3469"	"FBgn0030319"	""
"3470"	"FBgn0030320"	""
"3471"	"FBgn0030321"	""
"3472"	"FBgn0030323"	""
"3473"	"FBgn0030326"	""
"3474"	"FBgn0030327"	""
"3475"	"FBgn0030328"	""
"3476"	"FBgn0030329"	""
"3477"	"FBgn0030330"	""
"3478"	"FBgn0030331"	""
"3479"	"FBgn0030332"	""
"3480"	"FBgn0030334"	""
"3481"	"FBgn0030336"	""
"3482"	"FBgn0030338"	""
"3483"	"FBgn0030339"	""
"3484"	"FBgn0030340"	""
"3485"	"FBgn0030341"	""
"3486"	"FBgn0030342"	""
"3487"	"FBgn0030343"	""
"3488"	"FBgn0030344"	""
"3489"	"FBgn0030345"	""
"3490"	"FBgn0030346"	""
"3491"	"FBgn0030347"	""
"3492"	"FBgn0030348"	""
"3493"	"FBgn0030349"	""
"3494"	"FBgn0030350"	""
"3495"	"FBgn0030351"	""
"3496"	"FBgn0030352"	""
"3497"	"FBgn0030354"	""
"3498"	"FBgn0030356"	""
"3499"	"FBgn0030357"	""
"3500"	"FBgn0030358"	""
"3501"	"FBgn0030359"	""
"3502"	"FBgn0030360"	""
"3503"	"FBgn0030361"	""
"3504"	"FBgn0030362"	""
"3505"	"FBgn0030364"	""
"3506"	"FBgn0030365"	""
"3507"	"FBgn0030366"	""
"3508"	"FBgn0030367"	""
"3509"	"FBgn0030369"	""
"3510"	"FBgn0030370"	""
"3511"	"FBgn0030373"	""
"3512"	"FBgn0030374"	""
"3513"	"FBgn0030375"	""
"3514"	"FBgn0030376"	""
"3515"	"FBgn0030377"	""
"3516"	"FBgn0030384"	""
"3517"	"FBgn0030385"	""
"3518"	"FBgn0030386"	""
"3519"	"FBgn0030389"	""
"3520"	"FBgn0030390"	""
"3521"	"FBgn0030391"	""
"3522"	"FBgn0030394"	""
"3523"	"FBgn0030395"	""
"3524"	"FBgn0030396"	""
"3525"	"FBgn0030398"	""
"3526"	"FBgn0030400"	""
"3527"	"FBgn0030403"	""
"3528"	"FBgn0030406"	""
"3529"	"FBgn0030407"	""
"3530"	"FBgn0030408"	""
"3531"	"FBgn0030409"	""
"3532"	"FBgn0030410"	""
"3533"	"FBgn0030411"	""
"3534"	"FBgn0030412"	""
"3535"	"FBgn0030417"	""
"3536"	"FBgn0030418"	""
"3537"	"FBgn0030420"	""
"3538"	"FBgn0030421"	""
"3539"	"FBgn0030425"	""
"3540"	"FBgn0030429"	""
"3541"	"FBgn0030431"	""
"3542"	"FBgn0030432"	""
"3543"	"FBgn0030433"	""
"3544"	"FBgn0030434"	""
"3545"	"FBgn0030435"	""
"3546"	"FBgn0030437"	""
"3547"	"FBgn0030438"	""
"3548"	"FBgn0030439"	""
"3549"	"FBgn0030440"	""
"3550"	"FBgn0030441"	""
"3551"	"FBgn0030443"	""
"3552"	"FBgn0030447"	""
"3553"	"FBgn0030449"	""
"3554"	"FBgn0030451"	""
"3555"	"FBgn0030452"	""
"3556"	"FBgn0030455"	""
"3557"	"FBgn0030456"	""
"3558"	"FBgn0030457"	""
"3559"	"FBgn0030459"	""
"3560"	"FBgn0030460"	""
"3561"	"FBgn0030462"	""
"3562"	"FBgn0030465"	""
"3563"	"FBgn0030466"	""
"3564"	"FBgn0030467"	""
"3565"	"FBgn0030468"	""
"3566"	"FBgn0030474"	""
"3567"	"FBgn0030477"	""
"3568"	"FBgn0030478"	""
"3569"	"FBgn0030479"	""
"3570"	"FBgn0030480"	""
"3571"	"FBgn0030481"	""
"3572"	"FBgn0030482"	""
"3573"	"FBgn0030483"	""
"3574"	"FBgn0030484"	""
"3575"	"FBgn0030485"	""
"3576"	"FBgn0030486"	""
"3577"	"FBgn0030492"	""
"3578"	"FBgn0030493"	""
"3579"	"FBgn0030494"	""
"3580"	"FBgn0030495"	""
"3581"	"FBgn0030499"	""
"3582"	"FBgn0030500"	""
"3583"	"FBgn0030501"	""
"3584"	"FBgn0030502"	""
"3585"	"FBgn0030503"	""
"3586"	"FBgn0030504"	""
"3587"	"FBgn0030505"	""
"3588"	"FBgn0030506"	""
"3589"	"FBgn0030507"	""
"3590"	"FBgn0030508"	""
"3591"	"FBgn0030509"	""
"3592"	"FBgn0030510"	""
"3593"	"FBgn0030511"	""
"3594"	"FBgn0030512"	""
"3595"	"FBgn0030514"	""
"3596"	"FBgn0030518"	""
"3597"	"FBgn0030519"	""
"3598"	"FBgn0030520"	""
"3599"	"FBgn0030521"	""
"3600"	"FBgn0030522"	""
"3601"	"FBgn0030524"	""
"3602"	"FBgn0030525"	""
"3603"	"FBgn0030528"	""
"3604"	"FBgn0030529"	""
"3605"	"FBgn0030530"	""
"3606"	"FBgn0030536"	""
"3607"	"FBgn0030537"	""
"3608"	"FBgn0030538"	""
"3609"	"FBgn0030539"	""
"3610"	"FBgn0030540"	""
"3611"	"FBgn0030541"	""
"3612"	"FBgn0030542"	""
"3613"	"FBgn0030543"	""
"3614"	"FBgn0030544"	""
"3615"	"FBgn0030545"	""
"3616"	"FBgn0030551"	""
"3617"	"FBgn0030552"	""
"3618"	"FBgn0030554"	""
"3619"	"FBgn0030555"	""
"3620"	"FBgn0030556"	""
"3621"	"FBgn0030558"	""
"3622"	"FBgn0030559"	""
"3623"	"FBgn0030562"	""
"3624"	"FBgn0030563"	""
"3625"	"FBgn0030566"	""
"3626"	"FBgn0030569"	""
"3627"	"FBgn0030570"	""
"3628"	"FBgn0030571"	""
"3629"	"FBgn0030572"	""
"3630"	"FBgn0030573"	""
"3631"	"FBgn0030574"	""
"3632"	"FBgn0030575"	""
"3633"	"FBgn0030576"	""
"3634"	"FBgn0030577"	""
"3635"	"FBgn0030578"	""
"3636"	"FBgn0030581"	""
"3637"	"FBgn0030582"	""
"3638"	"FBgn0030583"	""
"3639"	"FBgn0030584"	""
"3640"	"FBgn0030586"	""
"3641"	"FBgn0030587"	""
"3642"	"FBgn0030588"	""
"3643"	"FBgn0030589"	""
"3644"	"FBgn0030590"	""
"3645"	"FBgn0030592"	""
"3646"	"FBgn0030593"	""
"3647"	"FBgn0030594"	""
"3648"	"FBgn0030595"	""
"3649"	"FBgn0030596"	""
"3650"	"FBgn0030597"	""
"3651"	"FBgn0030598"	""
"3652"	"FBgn0030599"	""
"3653"	"FBgn0030600"	""
"3654"	"FBgn0030603"	""
"3655"	"FBgn0030605"	""
"3656"	"FBgn0030607"	""
"3657"	"FBgn0030608"	""
"3658"	"FBgn0030610"	""
"3659"	"FBgn0030611"	""
"3660"	"FBgn0030612"	""
"3661"	"FBgn0030613"	""
"3662"	"FBgn0030614"	""
"3663"	"FBgn0030615"	""
"3664"	"FBgn0030616"	""
"3665"	"FBgn0030617"	""
"3666"	"FBgn0030620"	""
"3667"	"FBgn0030622"	""
"3668"	"FBgn0030623"	""
"3669"	"FBgn0030624"	""
"3670"	"FBgn0030625"	""
"3671"	"FBgn0030628"	""
"3672"	"FBgn0030629"	""
"3673"	"FBgn0030630"	""
"3674"	"FBgn0030631"	""
"3675"	"FBgn0030634"	""
"3676"	"FBgn0030638"	""
"3677"	"FBgn0030640"	""
"3678"	"FBgn0030641"	""
"3679"	"FBgn0030642"	""
"3680"	"FBgn0030643"	""
"3681"	"FBgn0030645"	""
"3682"	"FBgn0030647"	""
"3683"	"FBgn0030648"	""
"3684"	"FBgn0030653"	""
"3685"	"FBgn0030654"	""
"3686"	"FBgn0030655"	""
"3687"	"FBgn0030657"	""
"3688"	"FBgn0030658"	""
"3689"	"FBgn0030659"	""
"3690"	"FBgn0030660"	""
"3691"	"FBgn0030661"	""
"3692"	"FBgn0030662"	""
"3693"	"FBgn0030663"	""
"3694"	"FBgn0030664"	""
"3695"	"FBgn0030665"	""
"3696"	"FBgn0030666"	""
"3697"	"FBgn0030667"	""
"3698"	"FBgn0030668"	""
"3699"	"FBgn0030669"	""
"3700"	"FBgn0030670"	""
"3701"	"FBgn0030671"	""
"3702"	"FBgn0030672"	""
"3703"	"FBgn0030673"	""
"3704"	"FBgn0030674"	""
"3705"	"FBgn0030675"	""
"3706"	"FBgn0030676"	""
"3707"	"FBgn0030678"	""
"3708"	"FBgn0030679"	""
"3709"	"FBgn0030680"	""
"3710"	"FBgn0030683"	""
"3711"	"FBgn0030684"	""
"3712"	"FBgn0030685"	""
"3713"	"FBgn0030686"	""
"3714"	"FBgn0030687"	""
"3715"	"FBgn0030688"	""
"3716"	"FBgn0030691"	""
"3717"	"FBgn0030692"	""
"3718"	"FBgn0030693"	""
"3719"	"FBgn0030694"	""
"3720"	"FBgn0030695"	""
"3721"	"FBgn0030696"	""
"3722"	"FBgn0030697"	""
"3723"	"FBgn0030699"	""
"3724"	"FBgn0030700"	""
"3725"	"FBgn0030701"	""
"3726"	"FBgn0030703"	""
"3727"	"FBgn0030704"	""
"3728"	"FBgn0030706"	""
"3729"	"FBgn0030707"	""
"3730"	"FBgn0030710"	""
"3731"	"FBgn0030711"	""
"3732"	"FBgn0030715"	""
"3733"	"FBgn0030716"	""
"3734"	"FBgn0030717"	""
"3735"	"FBgn0030718"	""
"3736"	"FBgn0030719"	""
"3737"	"FBgn0030720"	""
"3738"	"FBgn0030721"	""
"3739"	"FBgn0030722"	""
"3740"	"FBgn0030723"	""
"3741"	"FBgn0030724"	""
"3742"	"FBgn0030725"	""
"3743"	"FBgn0030729"	""
"3744"	"FBgn0030731"	""
"3745"	"FBgn0030733"	""
"3746"	"FBgn0030734"	""
"3747"	"FBgn0030735"	""
"3748"	"FBgn0030737"	""
"3749"	"FBgn0030738"	""
"3750"	"FBgn0030739"	""
"3751"	"FBgn0030740"	""
"3752"	"FBgn0030742"	""
"3753"	"FBgn0030743"	""
"3754"	"FBgn0030744"	""
"3755"	"FBgn0030745"	""
"3756"	"FBgn0030746"	""
"3757"	"FBgn0030747"	""
"3758"	"FBgn0030748"	""
"3759"	"FBgn0030749"	""
"3760"	"FBgn0030752"	""
"3761"	"FBgn0030753"	""
"3762"	"FBgn0030756"	""
"3763"	"FBgn0030757"	""
"3764"	"FBgn0030759"	""
"3765"	"FBgn0030761"	""
"3766"	"FBgn0030763"	""
"3767"	"FBgn0030764"	""
"3768"	"FBgn0030766"	""
"3769"	"FBgn0030768"	""
"3770"	"FBgn0030769"	""
"3771"	"FBgn0030770"	""
"3772"	"FBgn0030773"	""
"3773"	"FBgn0030774"	""
"3774"	"FBgn0030775"	""
"3775"	"FBgn0030776"	""
"3776"	"FBgn0030777"	""
"3777"	"FBgn0030778"	""
"3778"	"FBgn0030780"	""
"3779"	"FBgn0030786"	""
"3780"	"FBgn0030787"	""
"3781"	"FBgn0030788"	""
"3782"	"FBgn0030789"	""
"3783"	"FBgn0030790"	""
"3784"	"FBgn0030791"	""
"3785"	"FBgn0030792"	""
"3786"	"FBgn0030793"	""
"3787"	"FBgn0030794"	""
"3788"	"FBgn0030795"	""
"3789"	"FBgn0030796"	""
"3790"	"FBgn0030797"	""
"3791"	"FBgn0030798"	""
"3792"	"FBgn0030799"	""
"3793"	"FBgn0030800"	""
"3794"	"FBgn0030801"	""
"3795"	"FBgn0030802"	""
"3796"	"FBgn0030803"	""
"3797"	"FBgn0030804"	""
"3798"	"FBgn0030805"	""
"3799"	"FBgn0030806"	""
"3800"	"FBgn0030807"	""
"3801"	"FBgn0030808"	""
"3802"	"FBgn0030809"	""
"3803"	"FBgn0030812"	""
"3804"	"FBgn0030813"	""
"3805"	"FBgn0030814"	""
"3806"	"FBgn0030815"	""
"3807"	"FBgn0030816"	""
"3808"	"FBgn0030817"	""
"3809"	"FBgn0030823"	""
"3810"	"FBgn0030824"	""
"3811"	"FBgn0030826"	""
"3812"	"FBgn0030828"	""
"3813"	"FBgn0030829"	""
"3814"	"FBgn0030830"	""
"3815"	"FBgn0030832"	""
"3816"	"FBgn0030833"	""
"3817"	"FBgn0030834"	""
"3818"	"FBgn0030836"	""
"3819"	"FBgn0030837"	""
"3820"	"FBgn0030838"	""
"3821"	"FBgn0030839"	""
"3822"	"FBgn0030840"	""
"3823"	"FBgn0030841"	""
"3824"	"FBgn0030844"	""
"3825"	"FBgn0030846"	""
"3826"	"FBgn0030847"	""
"3827"	"FBgn0030850"	""
"3828"	"FBgn0030851"	""
"3829"	"FBgn0030853"	""
"3830"	"FBgn0030854"	""
"3831"	"FBgn0030855"	""
"3832"	"FBgn0030858"	""
"3833"	"FBgn0030859"	""
"3834"	"FBgn0030863"	""
"3835"	"FBgn0030864"	""
"3836"	"FBgn0030868"	""
"3837"	"FBgn0030869"	""
"3838"	"FBgn0030870"	""
"3839"	"FBgn0030871"	""
"3840"	"FBgn0030872"	""
"3841"	"FBgn0030873"	""
"3842"	"FBgn0030874"	""
"3843"	"FBgn0030876"	""
"3844"	"FBgn0030877"	""
"3845"	"FBgn0030878"	""
"3846"	"FBgn0030880"	""
"3847"	"FBgn0030881"	""
"3848"	"FBgn0030882"	""
"3849"	"FBgn0030883"	""
"3850"	"FBgn0030884"	""
"3851"	"FBgn0030886"	""
"3852"	"FBgn0030887"	""
"3853"	"FBgn0030889"	""
"3854"	"FBgn0030890"	""
"3855"	"FBgn0030891"	""
"3856"	"FBgn0030892"	""
"3857"	"FBgn0030893"	""
"3858"	"FBgn0030894"	""
"3859"	"FBgn0030895"	""
"3860"	"FBgn0030897"	""
"3861"	"FBgn0030898"	""
"3862"	"FBgn0030899"	""
"3863"	"FBgn0030900"	""
"3864"	"FBgn0030904"	""
"3865"	"FBgn0030905"	""
"3866"	"FBgn0030911"	""
"3867"	"FBgn0030912"	""
"3868"	"FBgn0030913"	""
"3869"	"FBgn0030914"	""
"3870"	"FBgn0030915"	""
"3871"	"FBgn0030918"	""
"3872"	"FBgn0030921"	""
"3873"	"FBgn0030925"	""
"3874"	"FBgn0030926"	""
"3875"	"FBgn0030927"	""
"3876"	"FBgn0030928"	""
"3877"	"FBgn0030929"	""
"3878"	"FBgn0030930"	""
"3879"	"FBgn0030931"	""
"3880"	"FBgn0030932"	""
"3881"	"FBgn0030933"	""
"3882"	"FBgn0030936"	""
"3883"	"FBgn0030937"	""
"3884"	"FBgn0030938"	""
"3885"	"FBgn0030940"	""
"3886"	"FBgn0030941"	""
"3887"	"FBgn0030943"	""
"3888"	"FBgn0030944"	""
"3889"	"FBgn0030945"	""
"3890"	"FBgn0030946"	""
"3891"	"FBgn0030947"	""
"3892"	"FBgn0030949"	""
"3893"	"FBgn0030951"	""
"3894"	"FBgn0030952"	""
"3895"	"FBgn0030954"	""
"3896"	"FBgn0030955"	""
"3897"	"FBgn0030956"	""
"3898"	"FBgn0030958"	""
"3899"	"FBgn0030959"	""
"3900"	"FBgn0030960"	""
"3901"	"FBgn0030961"	""
"3902"	"FBgn0030963"	""
"3903"	"FBgn0030964"	""
"3904"	"FBgn0030966"	""
"3905"	"FBgn0030968"	""
"3906"	"FBgn0030969"	""
"3907"	"FBgn0030970"	""
"3908"	"FBgn0030973"	""
"3909"	"FBgn0030974"	""
"3910"	"FBgn0030975"	""
"3911"	"FBgn0030976"	""
"3912"	"FBgn0030979"	""
"3913"	"FBgn0030980"	""
"3914"	"FBgn0030981"	""
"3915"	"FBgn0030982"	""
"3916"	"FBgn0030983"	""
"3917"	"FBgn0030984"	""
"3918"	"FBgn0030985"	""
"3919"	"FBgn0030989"	""
"3920"	"FBgn0030990"	""
"3921"	"FBgn0030991"	""
"3922"	"FBgn0030992"	""
"3923"	"FBgn0030993"	""
"3924"	"FBgn0030994"	""
"3925"	"FBgn0030995"	""
"3926"	"FBgn0030996"	""
"3927"	"FBgn0030997"	""
"3928"	"FBgn0030998"	""
"3929"	"FBgn0030999"	""
"3930"	"FBgn0031000"	""
"3931"	"FBgn0031001"	""
"3932"	"FBgn0031002"	""
"3933"	"FBgn0031003"	""
"3934"	"FBgn0031004"	""
"3935"	"FBgn0031005"	""
"3936"	"FBgn0031006"	""
"3937"	"FBgn0031008"	""
"3938"	"FBgn0031010"	""
"3939"	"FBgn0031011"	""
"3940"	"FBgn0031012"	""
"3941"	"FBgn0031016"	""
"3942"	"FBgn0031018"	""
"3943"	"FBgn0031020"	""
"3944"	"FBgn0031021"	""
"3945"	"FBgn0031022"	""
"3946"	"FBgn0031023"	""
"3947"	"FBgn0031026"	""
"3948"	"FBgn0031030"	""
"3949"	"FBgn0031031"	""
"3950"	"FBgn0031032"	""
"3951"	"FBgn0031033"	""
"3952"	"FBgn0031034"	""
"3953"	"FBgn0031036"	""
"3954"	"FBgn0031037"	""
"3955"	"FBgn0031038"	""
"3956"	"FBgn0031039"	""
"3957"	"FBgn0031040"	""
"3958"	"FBgn0031041"	""
"3959"	"FBgn0031042"	""
"3960"	"FBgn0031043"	""
"3961"	"FBgn0031044"	""
"3962"	"FBgn0031045"	""
"3963"	"FBgn0031047"	""
"3964"	"FBgn0031048"	""
"3965"	"FBgn0031049"	""
"3966"	"FBgn0031050"	""
"3967"	"FBgn0031051"	""
"3968"	"FBgn0031052"	""
"3969"	"FBgn0031053"	""
"3970"	"FBgn0031054"	""
"3971"	"FBgn0031055"	""
"3972"	"FBgn0031057"	""
"3973"	"FBgn0031058"	""
"3974"	"FBgn0031059"	""
"3975"	"FBgn0031060"	""
"3976"	"FBgn0031061"	""
"3977"	"FBgn0031062"	""
"3978"	"FBgn0031064"	""
"3979"	"FBgn0031065"	""
"3980"	"FBgn0031066"	""
"3981"	"FBgn0031068"	""
"3982"	"FBgn0031069"	""
"3983"	"FBgn0031070"	""
"3984"	"FBgn0031074"	""
"3985"	"FBgn0031077"	""
"3986"	"FBgn0031078"	""
"3987"	"FBgn0031080"	""
"3988"	"FBgn0031081"	""
"3989"	"FBgn0031082"	""
"3990"	"FBgn0031085"	""
"3991"	"FBgn0031086"	""
"3992"	"FBgn0031088"	""
"3993"	"FBgn0031089"	""
"3994"	"FBgn0031090"	""
"3995"	"FBgn0031091"	""
"3996"	"FBgn0031092"	""
"3997"	"FBgn0031093"	""
"3998"	"FBgn0031094"	""
"3999"	"FBgn0031097"	""
"4000"	"FBgn0031098"	""
"4001"	"FBgn0031099"	""
"4002"	"FBgn0031100"	""
"4003"	"FBgn0031101"	""
"4004"	"FBgn0031103"	""
"4005"	"FBgn0031104"	""
"4006"	"FBgn0031106"	""
"4007"	"FBgn0031107"	""
"4008"	"FBgn0031108"	""
"4009"	"FBgn0031109"	""
"4010"	"FBgn0031110"	""
"4011"	"FBgn0031111"	""
"4012"	"FBgn0031114"	""
"4013"	"FBgn0031115"	""
"4014"	"FBgn0031116"	""
"4015"	"FBgn0031117"	""
"4016"	"FBgn0031118"	""
"4017"	"FBgn0031119"	""
"4018"	"FBgn0031126"	""
"4019"	"FBgn0031127"	""
"4020"	"FBgn0031128"	""
"4021"	"FBgn0031129"	""
"4022"	"FBgn0031130"	""
"4023"	"FBgn0031132"	""
"4024"	"FBgn0031134"	""
"4025"	"FBgn0031135"	""
"4026"	"FBgn0031139"	""
"4027"	"FBgn0031141"	""
"4028"	"FBgn0031142"	""
"4029"	"FBgn0031143"	""
"4030"	"FBgn0031144"	""
"4031"	"FBgn0031145"	""
"4032"	"FBgn0031146"	""
"4033"	"FBgn0031148"	""
"4034"	"FBgn0031149"	""
"4035"	"FBgn0031150"	""
"4036"	"FBgn0031155"	""
"4037"	"FBgn0031157"	""
"4038"	"FBgn0031159"	""
"4039"	"FBgn0031161"	""
"4040"	"FBgn0031163"	""
"4041"	"FBgn0031164"	""
"4042"	"FBgn0031168"	""
"4043"	"FBgn0031169"	""
"4044"	"FBgn0031170"	""
"4045"	"FBgn0031171"	""
"4046"	"FBgn0031174"	""
"4047"	"FBgn0031176"	""
"4048"	"FBgn0031178"	""
"4049"	"FBgn0031181"	""
"4050"	"FBgn0031182"	""
"4051"	"FBgn0031183"	""
"4052"	"FBgn0031184"	""
"4053"	"FBgn0031187"	""
"4054"	"FBgn0031188"	""
"4055"	"FBgn0031189"	""
"4056"	"FBgn0031190"	""
"4057"	"FBgn0031191"	""
"4058"	"FBgn0031194"	""
"4059"	"FBgn0031195"	""
"4060"	"FBgn0031196"	""
"4061"	"FBgn0031197"	""
"4062"	"FBgn0031201"	""
"4063"	"FBgn0031208"	""
"4064"	"FBgn0031209"	""
"4065"	"FBgn0031213"	""
"4066"	"FBgn0031214"	""
"4067"	"FBgn0031216"	""
"4068"	"FBgn0031217"	""
"4069"	"FBgn0031219"	""
"4070"	"FBgn0031220"	""
"4071"	"FBgn0031224"	""
"4072"	"FBgn0031227"	""
"4073"	"FBgn0031228"	""
"4074"	"FBgn0031229"	""
"4075"	"FBgn0031231"	""
"4076"	"FBgn0031232"	""
"4077"	"FBgn0031233"	""
"4078"	"FBgn0031235"	""
"4079"	"FBgn0031238"	""
"4080"	"FBgn0031239"	""
"4081"	"FBgn0031240"	""
"4082"	"FBgn0031244"	""
"4083"	"FBgn0031245"	""
"4084"	"FBgn0031247"	""
"4085"	"FBgn0031248"	""
"4086"	"FBgn0031249"	""
"4087"	"FBgn0031250"	""
"4088"	"FBgn0031251"	""
"4089"	"FBgn0031252"	""
"4090"	"FBgn0031253"	""
"4091"	"FBgn0031254"	""
"4092"	"FBgn0031255"	""
"4093"	"FBgn0031256"	""
"4094"	"FBgn0031257"	""
"4095"	"FBgn0031258"	""
"4096"	"FBgn0031260"	""
"4097"	"FBgn0031261"	""
"4098"	"FBgn0031263"	""
"4099"	"FBgn0031264"	""
"4100"	"FBgn0031265"	""
"4101"	"FBgn0031266"	""
"4102"	"FBgn0031267"	""
"4103"	"FBgn0031268"	""
"4104"	"FBgn0031270"	""
"4105"	"FBgn0031273"	""
"4106"	"FBgn0031275"	""
"4107"	"FBgn0031276"	""
"4108"	"FBgn0031277"	""
"4109"	"FBgn0031279"	""
"4110"	"FBgn0031281"	""
"4111"	"FBgn0031282"	""
"4112"	"FBgn0031283"	""
"4113"	"FBgn0031284"	""
"4114"	"FBgn0031285"	""
"4115"	"FBgn0031286"	""
"4116"	"FBgn0031287"	""
"4117"	"FBgn0031288"	""
"4118"	"FBgn0031289"	""
"4119"	"FBgn0031292"	""
"4120"	"FBgn0031294"	""
"4121"	"FBgn0031295"	""
"4122"	"FBgn0031296"	""
"4123"	"FBgn0031298"	""
