"gene_id"	"brief.description"
"4875"	"FBgn0031677"	""
"4876"	"FBgn0031678"	""
"4877"	"FBgn0031681"	""
"4878"	"FBgn0031682"	""
"4879"	"FBgn0031683"	""
"4880"	"FBgn0031684"	""
"4881"	"FBgn0031688"	""
"4882"	"FBgn0031689"	""
"4883"	"FBgn0031690"	""
"4884"	"FBgn0031692"	""
"4885"	"FBgn0031693"	""
"4886"	"FBgn0031694"	""
"4887"	"FBgn0031695"	""
"4888"	"FBgn0031696"	""
"4889"	"FBgn0031697"	""
"4890"	"FBgn0031698"	""
"4891"	"FBgn0031700"	""
"4892"	"FBgn0031701"	""
"4893"	"FBgn0031702"	""
"4894"	"FBgn0031703"	""
"4895"	"FBgn0031707"	""
"4896"	"FBgn0031708"	""
"4897"	"FBgn0031710"	""
"4898"	"FBgn0031711"	""
"4899"	"FBgn0031713"	""
"4900"	"FBgn0031715"	""
"4901"	"FBgn0031716"	""
"4902"	"FBgn0031717"	""
"4903"	"FBgn0031718"	""
"4904"	"FBgn0031719"	""
"4905"	"FBgn0031720"	""
"4906"	"FBgn0031721"	""
"4907"	"FBgn0031722"	""
"4908"	"FBgn0031723"	""
"4909"	"FBgn0031724"	""
"4910"	"FBgn0031725"	""
"4911"	"FBgn0031726"	""
"4912"	"FBgn0031728"	""
"4913"	"FBgn0031729"	""
"4914"	"FBgn0031730"	""
"4915"	"FBgn0031731"	""
"4916"	"FBgn0031732"	""
"4917"	"FBgn0031733"	""
"4918"	"FBgn0031734"	""
"4919"	"FBgn0031735"	""
"4920"	"FBgn0031736"	""
"4921"	"FBgn0031737"	""
"4922"	"FBgn0031738"	""
"4923"	"FBgn0031739"	""
"4924"	"FBgn0031740"	""
"4925"	"FBgn0031741"	""
"4926"	"FBgn0031745"	""
"4927"	"FBgn0031746"	""
"4928"	"FBgn0031747"	""
"4929"	"FBgn0031749"	""
"4930"	"FBgn0031751"	""
"4931"	"FBgn0031752"	""
"4932"	"FBgn0031753"	""
"4933"	"FBgn0031756"	""
"4934"	"FBgn0031757"	""
"4935"	"FBgn0031758"	""
"4936"	"FBgn0031759"	""
"4937"	"FBgn0031760"	""
"4938"	"FBgn0031762"	""
"4939"	"FBgn0031763"	""
"4940"	"FBgn0031764"	""
"4941"	"FBgn0031765"	""
"4942"	"FBgn0031766"	""
"4943"	"FBgn0031768"	""
"4944"	"FBgn0031769"	""
"4945"	"FBgn0031770"	""
"4946"	"FBgn0031771"	""
"4947"	"FBgn0031772"	""
"4948"	"FBgn0031773"	""
"4949"	"FBgn0031774"	""
"4950"	"FBgn0031775"	""
"4951"	"FBgn0031776"	""
"4952"	"FBgn0031777"	""
"4953"	"FBgn0031778"	""
"4954"	"FBgn0031779"	""
"4955"	"FBgn0031781"	""
"4956"	"FBgn0031782"	""
"4957"	"FBgn0031784"	""
"4958"	"FBgn0031785"	""
"4959"	"FBgn0031786"	""
"4960"	"FBgn0031791"	""
"4961"	"FBgn0031792"	""
"4962"	"FBgn0031799"	""
"4963"	"FBgn0031800"	""
"4964"	"FBgn0031801"	""
"4965"	"FBgn0031802"	""
"4966"	"FBgn0031803"	""
"4967"	"FBgn0031804"	""
"4968"	"FBgn0031805"	""
"4969"	"FBgn0031808"	""
"4970"	"FBgn0031811"	""
"4971"	"FBgn0031813"	""
"4972"	"FBgn0031814"	""
"4973"	"FBgn0031815"	""
"4974"	"FBgn0031816"	""
"4975"	"FBgn0031817"	""
"4976"	"FBgn0031818"	""
"4977"	"FBgn0031820"	""
"4978"	"FBgn0031821"	""
"4979"	"FBgn0031822"	""
"4980"	"FBgn0031824"	""
"4981"	"FBgn0031826"	""
"4982"	"FBgn0031829"	""
"4983"	"FBgn0031830"	""
"4984"	"FBgn0031831"	""
"4985"	"FBgn0031832"	""
"4986"	"FBgn0031834"	""
"4987"	"FBgn0031835"	""
"4988"	"FBgn0031836"	""
"4989"	"FBgn0031837"	""
"4990"	"FBgn0031842"	""
"4991"	"FBgn0031844"	""
"4992"	"FBgn0031848"	""
"4993"	"FBgn0031849"	""
"4994"	"FBgn0031850"	""
"4995"	"FBgn0031851"	""
"4996"	"FBgn0031853"	""
"4997"	"FBgn0031854"	""
"4998"	"FBgn0031855"	""
"4999"	"FBgn0031856"	""
"5000"	"FBgn0031857"	""
"5001"	"FBgn0031858"	""
"5002"	"FBgn0031859"	""
"5003"	"FBgn0031860"	""
"5004"	"FBgn0031861"	""
"5005"	"FBgn0031865"	""
"5006"	"FBgn0031866"	""
"5007"	"FBgn0031868"	""
"5008"	"FBgn0031869"	""
"5009"	"FBgn0031871"	""
"5010"	"FBgn0031872"	""
"5011"	"FBgn0031873"	""
"5012"	"FBgn0031874"	""
"5013"	"FBgn0031875"	""
"5014"	"FBgn0031876"	""
"5015"	"FBgn0031877"	""
"5016"	"FBgn0031878"	""
"5017"	"FBgn0031879"	""
"5018"	"FBgn0031881"	""
"5019"	"FBgn0031882"	""
"5020"	"FBgn0031883"	""
"5021"	"FBgn0031885"	""
"5022"	"FBgn0031886"	""
"5023"	"FBgn0031887"	""
"5024"	"FBgn0031888"	""
"5025"	"FBgn0031893"	""
"5026"	"FBgn0031894"	""
"5027"	"FBgn0031895"	""
"5028"	"FBgn0031896"	""
"5029"	"FBgn0031897"	""
"5030"	"FBgn0031900"	""
"5031"	"FBgn0031902"	""
"5032"	"FBgn0031903"	""
"5033"	"FBgn0031904"	""
"5034"	"FBgn0031905"	""
"5035"	"FBgn0031906"	""
"5036"	"FBgn0031907"	""
"5037"	"FBgn0031908"	""
"5038"	"FBgn0031909"	""
"5039"	"FBgn0031910"	""
"5040"	"FBgn0031912"	""
"5041"	"FBgn0031913"	""
"5042"	"FBgn0031914"	""
"5043"	"FBgn0031918"	""
"5044"	"FBgn0031920"	""
"5045"	"FBgn0031925"	""
"5046"	"FBgn0031926"	""
"5047"	"FBgn0031929"	""
"5048"	"FBgn0031930"	""
"5049"	"FBgn0031935"	""
"5050"	"FBgn0031936"	""
"5051"	"FBgn0031937"	""
"5052"	"FBgn0031939"	""
"5053"	"FBgn0031940"	""
"5054"	"FBgn0031941"	""
"5055"	"FBgn0031942"	""
"5056"	"FBgn0031945"	""
"5057"	"FBgn0031946"	""
"5058"	"FBgn0031947"	""
"5059"	"FBgn0031948"	""
"5060"	"FBgn0031950"	""
"5061"	"FBgn0031951"	""
"5062"	"FBgn0031952"	""
"5063"	"FBgn0031954"	""
"5064"	"FBgn0031955"	""
"5065"	"FBgn0031957"	""
"5066"	"FBgn0031959"	""
"5067"	"FBgn0031961"	""
"5068"	"FBgn0031968"	""
"5069"	"FBgn0031969"	""
"5070"	"FBgn0031970"	""
"5071"	"FBgn0031971"	""
"5072"	"FBgn0031972"	""
"5073"	"FBgn0031973"	""
"5074"	"FBgn0031974"	""
"5075"	"FBgn0031975"	""
"5076"	"FBgn0031976"	""
"5077"	"FBgn0031977"	""
"5078"	"FBgn0031979"	""
"5079"	"FBgn0031980"	""
"5080"	"FBgn0031981"	""
"5081"	"FBgn0031985"	""
"5082"	"FBgn0031986"	""
"5083"	"FBgn0031987"	""
"5084"	"FBgn0031988"	""
"5085"	"FBgn0031990"	""
"5086"	"FBgn0031992"	""
"5087"	"FBgn0031995"	""
"5088"	"FBgn0031996"	""
"5089"	"FBgn0031997"	""
"5090"	"FBgn0031998"	""
"5091"	"FBgn0031999"	""
"5092"	"FBgn0032000"	""
"5093"	"FBgn0032001"	""
"5094"	"FBgn0032002"	""
"5095"	"FBgn0032003"	""
"5096"	"FBgn0032004"	""
"5097"	"FBgn0032005"	""
"5098"	"FBgn0032006"	""
"5099"	"FBgn0032008"	""
"5100"	"FBgn0032010"	""
"5101"	"FBgn0032013"	""
"5102"	"FBgn0032014"	""
"5103"	"FBgn0032015"	""
"5104"	"FBgn0032016"	""
"5105"	"FBgn0032017"	""
"5106"	"FBgn0032018"	""
"5107"	"FBgn0032020"	""
"5108"	"FBgn0032021"	""
"5109"	"FBgn0032022"	""
"5110"	"FBgn0032023"	""
"5111"	"FBgn0032024"	""
"5112"	"FBgn0032025"	""
"5113"	"FBgn0032026"	""
"5114"	"FBgn0032029"	""
"5115"	"FBgn0032030"	""
"5116"	"FBgn0032031"	""
"5117"	"FBgn0032032"	""
"5118"	"FBgn0032033"	""
"5119"	"FBgn0032034"	""
"5120"	"FBgn0032036"	""
"5121"	"FBgn0032039"	""
"5122"	"FBgn0032040"	""
"5123"	"FBgn0032042"	""
"5124"	"FBgn0032047"	""
"5125"	"FBgn0032048"	""
"5126"	"FBgn0032049"	""
"5127"	"FBgn0032050"	""
"5128"	"FBgn0032051"	""
"5129"	"FBgn0032052"	""
"5130"	"FBgn0032053"	""
"5131"	"FBgn0032054"	""
"5132"	"FBgn0032055"	""
"5133"	"FBgn0032057"	""
"5134"	"FBgn0032058"	""
"5135"	"FBgn0032059"	""
"5136"	"FBgn0032061"	""
"5137"	"FBgn0032065"	""
"5138"	"FBgn0032066"	""
"5139"	"FBgn0032067"	""
"5140"	"FBgn0032068"	""
"5141"	"FBgn0032069"	""
"5142"	"FBgn0032072"	""
"5143"	"FBgn0032074"	""
"5144"	"FBgn0032075"	""
"5145"	"FBgn0032076"	""
"5146"	"FBgn0032077"	""
"5147"	"FBgn0032078"	""
"5148"	"FBgn0032079"	""
"5149"	"FBgn0032080"	""
"5150"	"FBgn0032082"	""
"5151"	"FBgn0032083"	""
"5152"	"FBgn0032084"	""
"5153"	"FBgn0032085"	""
"5154"	"FBgn0032086"	""
"5155"	"FBgn0032087"	""
"5156"	"FBgn0032088"	""
"5157"	"FBgn0032089"	""
"5158"	"FBgn0032090"	""
"5159"	"FBgn0032094"	""
"5160"	"FBgn0032095"	""
"5161"	"FBgn0032096"	""
"5162"	"FBgn0032100"	""
"5163"	"FBgn0032101"	""
"5164"	"FBgn0032104"	""
"5165"	"FBgn0032105"	""
"5166"	"FBgn0032109"	""
"5167"	"FBgn0032110"	""
"5168"	"FBgn0032111"	""
"5169"	"FBgn0032115"	""
"5170"	"FBgn0032116"	""
"5171"	"FBgn0032117"	""
"5172"	"FBgn0032119"	""
"5173"	"FBgn0032120"	""
"5174"	"FBgn0032122"	""
"5175"	"FBgn0032123"	""
"5176"	"FBgn0032124"	""
"5177"	"FBgn0032125"	""
"5178"	"FBgn0032126"	""
"5179"	"FBgn0032127"	""
"5180"	"FBgn0032129"	""
"5181"	"FBgn0032130"	""
"5182"	"FBgn0032131"	""
"5183"	"FBgn0032132"	""
"5184"	"FBgn0032135"	""
"5185"	"FBgn0032136"	""
"5186"	"FBgn0032138"	""
"5187"	"FBgn0032139"	""
"5188"	"FBgn0032140"	""
"5189"	"FBgn0032143"	""
"5190"	"FBgn0032144"	""
"5191"	"FBgn0032147"	""
"5192"	"FBgn0032149"	""
"5193"	"FBgn0032150"	""
"5194"	"FBgn0032151"	""
"5195"	"FBgn0032153"	""
"5196"	"FBgn0032154"	""
"5197"	"FBgn0032156"	""
"5198"	"FBgn0032157"	""
"5199"	"FBgn0032160"	""
"5200"	"FBgn0032161"	""
"5201"	"FBgn0032162"	""
"5202"	"FBgn0032163"	""
"5203"	"FBgn0032166"	""
"5204"	"FBgn0032167"	""
"5205"	"FBgn0032168"	""
"5206"	"FBgn0032169"	""
"5207"	"FBgn0032170"	""
"5208"	"FBgn0032171"	""
"5209"	"FBgn0032172"	""
"5210"	"FBgn0032175"	""
"5211"	"FBgn0032176"	""
"5212"	"FBgn0032178"	""
"5213"	"FBgn0032181"	""
"5214"	"FBgn0032184"	""
"5215"	"FBgn0032187"	""
"5216"	"FBgn0032188"	""
"5217"	"FBgn0032189"	""
"5218"	"FBgn0032190"	""
"5219"	"FBgn0032191"	""
"5220"	"FBgn0032192"	""
"5221"	"FBgn0032193"	""
"5222"	"FBgn0032194"	""
"5223"	"FBgn0032195"	""
"5224"	"FBgn0032196"	""
"5225"	"FBgn0032197"	""
"5226"	"FBgn0032198"	""
"5227"	"FBgn0032200"	""
"5228"	"FBgn0032202"	""
"5229"	"FBgn0032204"	""
"5230"	"FBgn0032205"	""
"5231"	"FBgn0032208"	""
"5232"	"FBgn0032209"	""
"5233"	"FBgn0032210"	""
"5234"	"FBgn0032211"	""
"5235"	"FBgn0032213"	""
"5236"	"FBgn0032214"	""
"5237"	"FBgn0032216"	""
"5238"	"FBgn0032217"	""
"5239"	"FBgn0032218"	""
"5240"	"FBgn0032219"	""
"5241"	"FBgn0032221"	""
"5242"	"FBgn0032222"	""
"5243"	"FBgn0032223"	""
"5244"	"FBgn0032224"	""
"5245"	"FBgn0032225"	""
"5246"	"FBgn0032228"	""
"5247"	"FBgn0032229"	""
"5248"	"FBgn0032230"	""
"5249"	"FBgn0032231"	""
"5250"	"FBgn0032233"	""
"5251"	"FBgn0032234"	""
"5252"	"FBgn0032235"	""
"5253"	"FBgn0032236"	""
"5254"	"FBgn0032240"	""
"5255"	"FBgn0032242"	""
"5256"	"FBgn0032243"	""
"5257"	"FBgn0032244"	""
"5258"	"FBgn0032246"	""
"5259"	"FBgn0032247"	""
"5260"	"FBgn0032248"	""
"5261"	"FBgn0032249"	""
"5262"	"FBgn0032250"	""
"5263"	"FBgn0032251"	""
"5264"	"FBgn0032252"	""
"5265"	"FBgn0032253"	""
"5266"	"FBgn0032256"	""
"5267"	"FBgn0032258"	""
"5268"	"FBgn0032259"	""
"5269"	"FBgn0032260"	""
"5270"	"FBgn0032261"	""
"5271"	"FBgn0032262"	""
"5272"	"FBgn0032264"	""
"5273"	"FBgn0032265"	""
"5274"	"FBgn0032266"	""
"5275"	"FBgn0032268"	""
"5276"	"FBgn0032269"	""
"5277"	"FBgn0032271"	""
"5278"	"FBgn0032276"	""
"5279"	"FBgn0032280"	""
"5280"	"FBgn0032281"	""
"5281"	"FBgn0032282"	""
"5282"	"FBgn0032283"	""
"5283"	"FBgn0032284"	""
"5284"	"FBgn0032285"	""
"5285"	"FBgn0032286"	""
"5286"	"FBgn0032287"	""
"5287"	"FBgn0032289"	""
"5288"	"FBgn0032290"	""
"5289"	"FBgn0032291"	""
"5290"	"FBgn0032292"	""
"5291"	"FBgn0032293"	""
"5292"	"FBgn0032294"	""
"5293"	"FBgn0032295"	""
"5294"	"FBgn0032296"	""
"5295"	"FBgn0032297"	""
"5296"	"FBgn0032298"	""
"5297"	"FBgn0032299"	""
"5298"	"FBgn0032303"	""
"5299"	"FBgn0032304"	""
"5300"	"FBgn0032305"	""
"5301"	"FBgn0032311"	""
"5302"	"FBgn0032312"	""
"5303"	"FBgn0032313"	""
"5304"	"FBgn0032314"	""
"5305"	"FBgn0032315"	""
"5306"	"FBgn0032318"	""
"5307"	"FBgn0032321"	""
"5308"	"FBgn0032322"	""
"5309"	"FBgn0032329"	""
"5310"	"FBgn0032330"	""
"5311"	"FBgn0032331"	""
"5312"	"FBgn0032335"	""
"5313"	"FBgn0032336"	""
"5314"	"FBgn0032337"	""
"5315"	"FBgn0032338"	""
"5316"	"FBgn0032339"	""
"5317"	"FBgn0032340"	""
"5318"	"FBgn0032341"	""
"5319"	"FBgn0032343"	""
"5320"	"FBgn0032345"	""
"5321"	"FBgn0032346"	""
"5322"	"FBgn0032348"	""
"5323"	"FBgn0032350"	""
"5324"	"FBgn0032354"	""
"5325"	"FBgn0032358"	""
"5326"	"FBgn0032359"	""
"5327"	"FBgn0032360"	""
"5328"	"FBgn0032361"	""
"5329"	"FBgn0032362"	""
"5330"	"FBgn0032363"	""
"5331"	"FBgn0032364"	""
"5332"	"FBgn0032365"	""
"5333"	"FBgn0032366"	""
"5334"	"FBgn0032368"	""
"5335"	"FBgn0032369"	""
"5336"	"FBgn0032370"	""
"5337"	"FBgn0032371"	""
"5338"	"FBgn0032372"	""
"5339"	"FBgn0032373"	""
"5340"	"FBgn0032374"	""
"5341"	"FBgn0032375"	""
"5342"	"FBgn0032376"	""
"5343"	"FBgn0032377"	""
"5344"	"FBgn0032378"	""
"5345"	"FBgn0032381"	""
"5346"	"FBgn0032382"	""
"5347"	"FBgn0032385"	""
"5348"	"FBgn0032387"	""
"5349"	"FBgn0032388"	""
"5350"	"FBgn0032390"	""
"5351"	"FBgn0032391"	""
"5352"	"FBgn0032393"	""
"5353"	"FBgn0032394"	""
"5354"	"FBgn0032395"	""
"5355"	"FBgn0032397"	""
"5356"	"FBgn0032398"	""
"5357"	"FBgn0032399"	""
"5358"	"FBgn0032400"	""
"5359"	"FBgn0032401"	""
"5360"	"FBgn0032402"	""
"5361"	"FBgn0032404"	""
"5362"	"FBgn0032405"	""
"5363"	"FBgn0032406"	""
"5364"	"FBgn0032407"	""
"5365"	"FBgn0032408"	""
"5366"	"FBgn0032409"	""
"5367"	"FBgn0032414"	""
"5368"	"FBgn0032415"	""
"5369"	"FBgn0032416"	""
"5370"	"FBgn0032419"	""
"5371"	"FBgn0032420"	""
"5372"	"FBgn0032421"	""
"5373"	"FBgn0032422"	""
"5374"	"FBgn0032424"	""
"5375"	"FBgn0032428"	""
"5376"	"FBgn0032429"	""
"5377"	"FBgn0032430"	""
"5378"	"FBgn0032431"	""
"5379"	"FBgn0032433"	""
"5380"	"FBgn0032434"	""
"5381"	"FBgn0032435"	""
"5382"	"FBgn0032436"	""
"5383"	"FBgn0032437"	""
"5384"	"FBgn0032439"	""
"5385"	"FBgn0032442"	""
"5386"	"FBgn0032444"	""
"5387"	"FBgn0032445"	""
"5388"	"FBgn0032446"	""
"5389"	"FBgn0032447"	""
"5390"	"FBgn0032448"	""
"5391"	"FBgn0032449"	""
"5392"	"FBgn0032450"	""
"5393"	"FBgn0032451"	""
"5394"	"FBgn0032452"	""
"5395"	"FBgn0032453"	""
"5396"	"FBgn0032454"	""
"5397"	"FBgn0032455"	""
"5398"	"FBgn0032456"	""
"5399"	"FBgn0032457"	""
"5400"	"FBgn0032462"	""
"5401"	"FBgn0032464"	""
"5402"	"FBgn0032465"	""
"5403"	"FBgn0032467"	""
"5404"	"FBgn0032470"	""
"5405"	"FBgn0032471"	""
"5406"	"FBgn0032472"	""
"5407"	"FBgn0032473"	""
"5408"	"FBgn0032474"	""
"5409"	"FBgn0032475"	""
"5410"	"FBgn0032476"	""
"5411"	"FBgn0032477"	""
"5412"	"FBgn0032478"	""
"5413"	"FBgn0032479"	""
"5414"	"FBgn0032480"	""
"5415"	"FBgn0032481"	""
"5416"	"FBgn0032482"	""
"5417"	"FBgn0032483"	""
"5418"	"FBgn0032484"	""
"5419"	"FBgn0032485"	""
"5420"	"FBgn0032486"	""
"5421"	"FBgn0032487"	""
"5422"	"FBgn0032488"	""
"5423"	"FBgn0032489"	""
"5424"	"FBgn0032490"	""
"5425"	"FBgn0032491"	""
"5426"	"FBgn0032492"	""
"5427"	"FBgn0032493"	""
"5428"	"FBgn0032494"	""
"5429"	"FBgn0032495"	""
"5430"	"FBgn0032499"	""
"5431"	"FBgn0032503"	""
"5432"	"FBgn0032505"	""
"5433"	"FBgn0032506"	""
"5434"	"FBgn0032507"	""
"5435"	"FBgn0032509"	""
"5436"	"FBgn0032511"	""
"5437"	"FBgn0032512"	""
"5438"	"FBgn0032513"	""
"5439"	"FBgn0032514"	""
"5440"	"FBgn0032515"	""
"5441"	"FBgn0032516"	""
"5442"	"FBgn0032517"	""
"5443"	"FBgn0032518"	""
"5444"	"FBgn0032519"	""
"5445"	"FBgn0032520"	""
"5446"	"FBgn0032521"	""
"5447"	"FBgn0032522"	""
"5448"	"FBgn0032523"	""
"5449"	"FBgn0032524"	""
"5450"	"FBgn0032525"	""
"5451"	"FBgn0032530"	""
"5452"	"FBgn0032533"	""
"5453"	"FBgn0032535"	""
"5454"	"FBgn0032536"	""
"5455"	"FBgn0032538"	""
"5456"	"FBgn0032549"	""
"5457"	"FBgn0032551"	""
"5458"	"FBgn0032553"	""
"5459"	"FBgn0032554"	""
"5460"	"FBgn0032563"	""
"5461"	"FBgn0032577"	""
"5462"	"FBgn0032582"	""
"5463"	"FBgn0032585"	""
"5464"	"FBgn0032586"	""
"5465"	"FBgn0032587"	""
"5466"	"FBgn0032588"	""
"5467"	"FBgn0032590"	""
"5468"	"FBgn0032593"	""
"5469"	"FBgn0032595"	""
"5470"	"FBgn0032596"	""
"5471"	"FBgn0032597"	""
"5472"	"FBgn0032598"	""
"5473"	"FBgn0032600"	""
"5474"	"FBgn0032601"	""
"5475"	"FBgn0032602"	""
"5476"	"FBgn0032603"	""
"5477"	"FBgn0032609"	""
"5478"	"FBgn0032612"	""
"5479"	"FBgn0032613"	""
"5480"	"FBgn0032614"	""
"5481"	"FBgn0032615"	""
"5482"	"FBgn0032618"	""
"5483"	"FBgn0032620"	""
"5484"	"FBgn0032624"	""
"5485"	"FBgn0032625"	""
"5486"	"FBgn0032626"	""
"5487"	"FBgn0032629"	""
"5488"	"FBgn0032631"	""
"5489"	"FBgn0032632"	""
"5490"	"FBgn0032633"	""
"5491"	"FBgn0032634"	""
"5492"	"FBgn0032635"	""
"5493"	"FBgn0032636"	""
"5494"	"FBgn0032637"	""
"5495"	"FBgn0032638"	""
"5496"	"FBgn0032639"	""
"5497"	"FBgn0032640"	""
"5498"	"FBgn0032642"	""
"5499"	"FBgn0032643"	""
"5500"	"FBgn0032644"	""
"5501"	"FBgn0032645"	""
"5502"	"FBgn0032646"	""
"5503"	"FBgn0032647"	""
"5504"	"FBgn0032648"	""
"5505"	"FBgn0032649"	""
"5506"	"FBgn0032650"	""
"5507"	"FBgn0032651"	""
"5508"	"FBgn0032652"	""
"5509"	"FBgn0032654"	""
"5510"	"FBgn0032656"	""
"5511"	"FBgn0032658"	""
"5512"	"FBgn0032660"	""
"5513"	"FBgn0032663"	""
"5514"	"FBgn0032664"	""
"5515"	"FBgn0032665"	""
"5516"	"FBgn0032666"	""
"5517"	"FBgn0032668"	""
"5518"	"FBgn0032669"	""
"5519"	"FBgn0032670"	""
"5520"	"FBgn0032671"	""
"5521"	"FBgn0032677"	""
"5522"	"FBgn0032679"	""
"5523"	"FBgn0032680"	""
"5524"	"FBgn0032681"	""
"5525"	"FBgn0032682"	""
"5526"	"FBgn0032683"	""
"5527"	"FBgn0032684"	""
"5528"	"FBgn0032685"	""
"5529"	"FBgn0032688"	""
"5530"	"FBgn0032689"	""
"5531"	"FBgn0032690"	""
"5532"	"FBgn0032691"	""
"5533"	"FBgn0032692"	""
"5534"	"FBgn0032693"	""
"5535"	"FBgn0032694"	""
"5536"	"FBgn0032698"	""
"5537"	"FBgn0032699"	""
"5538"	"FBgn0032700"	""
"5539"	"FBgn0032701"	""
"5540"	"FBgn0032702"	""
"5541"	"FBgn0032703"	""
"5542"	"FBgn0032704"	""
"5543"	"FBgn0032705"	""
"5544"	"FBgn0032706"	""
"5545"	"FBgn0032707"	""
"5546"	"FBgn0032709"	""
"5547"	"FBgn0032713"	""
"5548"	"FBgn0032715"	""
"5549"	"FBgn0032717"	""
"5550"	"FBgn0032719"	""
"5551"	"FBgn0032720"	""
"5552"	"FBgn0032721"	""
"5553"	"FBgn0032723"	""
"5554"	"FBgn0032724"	""
"5555"	"FBgn0032725"	""
"5556"	"FBgn0032726"	""
"5557"	"FBgn0032727"	""
"5558"	"FBgn0032728"	""
"5559"	"FBgn0032729"	""
"5560"	"FBgn0032730"	""
"5561"	"FBgn0032731"	""
"5562"	"FBgn0032732"	""
"5563"	"FBgn0032733"	""
"5564"	"FBgn0032734"	""
"5565"	"FBgn0032740"	""
"5566"	"FBgn0032741"	""
"5567"	"FBgn0032744"	""
"5568"	"FBgn0032746"	""
"5569"	"FBgn0032748"	""
"5570"	"FBgn0032749"	""
"5571"	"FBgn0032750"	""
"5572"	"FBgn0032751"	""
"5573"	"FBgn0032752"	""
"5574"	"FBgn0032753"	""
"5575"	"FBgn0032754"	""
"5576"	"FBgn0032755"	""
"5577"	"FBgn0032763"	""
"5578"	"FBgn0032768"	""
"5579"	"FBgn0032769"	""
"5580"	"FBgn0032770"	""
"5581"	"FBgn0032771"	""
"5582"	"FBgn0032772"	""
"5583"	"FBgn0032773"	""
"5584"	"FBgn0032774"	""
"5585"	"FBgn0032775"	""
"5586"	"FBgn0032779"	""
"5587"	"FBgn0032780"	""
"5588"	"FBgn0032781"	""
"5589"	"FBgn0032782"	""
"5590"	"FBgn0032783"	""
"5591"	"FBgn0032785"	""
"5592"	"FBgn0032787"	""
"5593"	"FBgn0032788"	""
"5594"	"FBgn0032789"	""
"5595"	"FBgn0032790"	""
"5596"	"FBgn0032791"	""
"5597"	"FBgn0032793"	""
"5598"	"FBgn0032796"	""
"5599"	"FBgn0032797"	""
"5600"	"FBgn0032798"	""
"5601"	"FBgn0032799"	""
"5602"	"FBgn0032800"	""
"5603"	"FBgn0032801"	""
"5604"	"FBgn0032803"	""
"5605"	"FBgn0032804"	""
"5606"	"FBgn0032805"	""
"5607"	"FBgn0032809"	""
"5608"	"FBgn0032810"	""
"5609"	"FBgn0032811"	""
"5610"	"FBgn0032812"	""
"5611"	"FBgn0032813"	""
"5612"	"FBgn0032814"	""
"5613"	"FBgn0032815"	""
"5614"	"FBgn0032816"	""
"5615"	"FBgn0032817"	""
"5616"	"FBgn0032818"	""
"5617"	"FBgn0032819"	""
"5618"	"FBgn0032820"	""
"5619"	"FBgn0032821"	""
"5620"	"FBgn0032822"	""
"5621"	"FBgn0032824"	""
"5622"	"FBgn0032827"	""
"5623"	"FBgn0032833"	""
"5624"	"FBgn0032834"	""
"5625"	"FBgn0032835"	""
"5626"	"FBgn0032836"	""
"5627"	"FBgn0032839"	""
"5628"	"FBgn0032840"	""
"5629"	"FBgn0032843"	""
"5630"	"FBgn0032845"	""
"5631"	"FBgn0032846"	""
"5632"	"FBgn0032847"	""
"5633"	"FBgn0032848"	""
"5634"	"FBgn0032849"	""
"5635"	"FBgn0032850"	""
"5636"	"FBgn0032851"	""
"5637"	"FBgn0032853"	""
"5638"	"FBgn0032856"	""
"5639"	"FBgn0032857"	""
"5640"	"FBgn0032858"	""
"5641"	"FBgn0032859"	""
"5642"	"FBgn0032860"	""
"5643"	"FBgn0032863"	""
"5644"	"FBgn0032864"	""
"5645"	"FBgn0032867"	""
"5646"	"FBgn0032868"	""
"5647"	"FBgn0032869"	""
"5648"	"FBgn0032870"	""
"5649"	"FBgn0032871"	""
"5650"	"FBgn0032873"	""
"5651"	"FBgn0032876"	""
"5652"	"FBgn0032877"	""
"5653"	"FBgn0032878"	""
"5654"	"FBgn0032879"	""
"5655"	"FBgn0032880"	""
"5656"	"FBgn0032881"	""
"5657"	"FBgn0032882"	""
"5658"	"FBgn0032883"	""
"5659"	"FBgn0032884"	""
"5660"	"FBgn0032886"	""
"5661"	"FBgn0032888"	""
"5662"	"FBgn0032889"	""
"5663"	"FBgn0032891"	""
"5664"	"FBgn0032894"	""
"5665"	"FBgn0032895"	""
"5666"	"FBgn0032896"	""
"5667"	"FBgn0032897"	""
"5668"	"FBgn0032898"	""
"5669"	"FBgn0032899"	""
"5670"	"FBgn0032900"	""
"5671"	"FBgn0032901"	""
"5672"	"FBgn0032906"	""
"5673"	"FBgn0032907"	""
"5674"	"FBgn0032908"	""
"5675"	"FBgn0032910"	""
"5676"	"FBgn0032911"	""
"5677"	"FBgn0032913"	""
"5678"	"FBgn0032914"	""
"5679"	"FBgn0032915"	""
"5680"	"FBgn0032916"	""
"5681"	"FBgn0032919"	""
"5682"	"FBgn0032921"	""
"5683"	"FBgn0032922"	""
"5684"	"FBgn0032923"	""
"5685"	"FBgn0032924"	""
"5686"	"FBgn0032925"	""
"5687"	"FBgn0032929"	""
"5688"	"FBgn0032934"	""
"5689"	"FBgn0032935"	""
"5690"	"FBgn0032938"	""
"5691"	"FBgn0032940"	""
"5692"	"FBgn0032943"	""
"5693"	"FBgn0032945"	""
"5694"	"FBgn0032946"	""
"5695"	"FBgn0032949"	""
"5696"	"FBgn0032955"	""
