"primary"	"secondary"	"symbol"
"5228"	"FBgn0032202"	"CG18619"	"REPTOR-BP"
"5229"	"FBgn0032204"	"CG4953"	"CG4953"
"5230"	"FBgn0032205"	"CG4957"	"CG4957"
"5231"	"FBgn0032208"	"CG5604"	"Ufd4"
"5232"	"FBgn0032209"	"CG18144"	"Hand"
"5233"	"FBgn0032210"	"CG5603"	"CYLD"
"5234"	"FBgn0032211"	"CG13138"	"CG13138"
"5235"	"FBgn0032213"	"CG5390"	"CG5390"
"5236"	"FBgn0032214"	"CG4968"	"CG4968"
"5237"	"FBgn0032216"	"CG5384"	"Usp14"
"5238"	"FBgn0032217"	"CG4972"	"CG4972"
"5239"	"FBgn0032218"	"CG5381"	"CG5381"
"5240"	"FBgn0032219"	"CG4995"	"CG4995"
"5241"	"FBgn0032221"	"CG5375"	"Schip1"
"5242"	"FBgn0032222"	"CG5037"	"CG5037"
"5243"	"FBgn0032223"	"CG5034"	"GATAd"
"5244"	"FBgn0032224"	"CG5025"	"Sps2"
"5245"	"FBgn0032225"	"CG5022"	"CG5022"
"5246"	"FBgn0032228"	"CG5367"	"CG5367"
"5247"	"FBgn0032229"	"CG5045"	"CG5045"
"5248"	"FBgn0032230"	"CG13139"	"lft"
"5249"	"FBgn0032231"	"CG5056"	"CG5056"
"5250"	"FBgn0032233"	"CG13140"	"dpr19"
"5251"	"FBgn0032234"	"CG5091"	"gny"
"5252"	"FBgn0032235"	"CG5096"	"CG5096"
"5253"	"FBgn0032236"	"CG5108"	"mRpS7"
"5254"	"FBgn0032240"	"CG17768"	"CG17768"
"5255"	"FBgn0032242"	"CG5355"	"CG5355"
"5256"	"FBgn0032243"	"CG5300"	"Klp31E"
"5257"	"FBgn0032244"	"CG5313"	"RfC3"
"5258"	"FBgn0032246"	"CG5168"	"CG5168"
"5259"	"FBgn0032247"	"CG5188"	"CG5188"
"5260"	"FBgn0032248"	"CG5343"	"Bug22"
"5261"	"FBgn0032249"	"CG5337"	"TBC1D16"
"5262"	"FBgn0032250"	"CG5198"	"holn1"
"5263"	"FBgn0032251"	"CG13142"	"Nse4"
"5264"	"FBgn0032252"	"CG6232"	"loh"
"5265"	"FBgn0032253"	"CG5322"	"LManI"
"5266"	"FBgn0032256"	"CG6187"	"RluA-2"
"5267"	"FBgn0032258"	"CG7456"	"CG7456"
"5268"	"FBgn0032259"	"CG6144"	"CG6144"
"5269"	"FBgn0032260"	"CG13144"	"CG13144"
"5270"	"FBgn0032261"	"CG6094"	"CG6094"
"5271"	"FBgn0032262"	"CG7384"	"CG7384"
"5272"	"FBgn0032264"	"CG6113"	"Lip4"
"5273"	"FBgn0032265"	"CG18301"	"CG18301"
"5274"	"FBgn0032266"	"CG18302"	"CG18302"
"5275"	"FBgn0032268"	"CG6138"	"CG6138"
"5276"	"FBgn0032269"	"CG7363"	"w-cup"
"5277"	"FBgn0032271"	"CG7329"	"CG7329"
"5278"	"FBgn0032276"	"CG17098"	"CG17098"
"5279"	"FBgn0032280"	"CG17105"	"CG17105"
"5280"	"FBgn0032281"	"CG17107"	"CG17107"
"5281"	"FBgn0032282"	"CG7299"	"CG7299"
"5282"	"FBgn0032283"	"CG7296"	"CG7296"
"5283"	"FBgn0032284"	"CG7294"	"CG7294"
"5284"	"FBgn0032285"	"CG17108"	"CG17108"
"5285"	"FBgn0032286"	"CG7300"	"CG7300"
"5286"	"FBgn0032287"	"CG6415"	"CG6415"
"5287"	"FBgn0032289"	"CG6431"	"CG6431"
"5288"	"FBgn0032290"	"CG6443"	"CG6443"
"5289"	"FBgn0032291"	"CG17118"	"CG17118"
"5290"	"FBgn0032292"	"CG6750"	"EMC3"
"5291"	"FBgn0032293"	"CG6444"	"Dpy-30L1"
"5292"	"FBgn0032294"	"CG6737"	"Vha16-5"
"5293"	"FBgn0032295"	"CG12299"	"CG12299"
"5294"	"FBgn0032296"	"CG6729"	"CG6729"
"5295"	"FBgn0032297"	"CG17124"	"CG17124"
"5296"	"FBgn0032298"	"CG6724"	"CG6724"
"5297"	"FBgn0032299"	"CG17127"	"CG17127"
"5298"	"FBgn0032303"	"CG6508"	"CG6508"
"5299"	"FBgn0032304"	"CG17134"	"CG17134"
"5300"	"FBgn0032305"	"CG6700"	"CG6700"
"5301"	"FBgn0032311"	"CG12517"	"CG12517"
"5302"	"FBgn0032312"	"CG14071"	"CG14071"
"5303"	"FBgn0032313"	"CG14070"	"CG14070"
"5304"	"FBgn0032314"	"CG7309"	"CG7309"
"5305"	"FBgn0032315"	"CG14069"	"CG14069"
"5306"	"FBgn0032318"	"CG14072"	"CG14072"
"5307"	"FBgn0032321"	"CG4621"	"YL-1"
"5308"	"FBgn0032322"	"CG16743"	"CG16743"
"5309"	"FBgn0032329"	"CG16840"	"Art8"
"5310"	"FBgn0032330"	"CG31868"	"Samuel"
"5311"	"FBgn0032331"	"CG14913"	"CG14913"
"5312"	"FBgn0032335"	"CG14915"	"CG14915"
"5313"	"FBgn0032336"	"CG14919"	"AstC"
"5314"	"FBgn0032337"	"CG14920"	"AstCC"
"5315"	"FBgn0032338"	"CG16854"	"CG16854"
"5316"	"FBgn0032339"	"CG4705"	"Wdr59"
"5317"	"FBgn0032340"	""	""
"5318"	"FBgn0032341"	"CG6192"	"Reps"
"5319"	"FBgn0032343"	"CG6201"	"CG6201"
"5320"	"FBgn0032345"	"CG14921"	"CG14921"
"5321"	"FBgn0032346"	"CG6249"	"Csl4"
"5322"	"FBgn0032348"	"CG4751"	"CG4751"
"5323"	"FBgn0032350"	"CG6287"	"CG6287"
"5324"	"FBgn0032354"	"CG4788"	"CG4788"
"5325"	"FBgn0032358"	"CG4851"	"Ppt2"
"5326"	"FBgn0032359"	""	""
"5327"	"FBgn0032360"	"CG14926"	"CG14926"
"5328"	"FBgn0032361"	"CG6488"	"CG6488"
"5329"	"FBgn0032362"	"CG14928"	"spz4"
"5330"	"FBgn0032363"	"CG6509"	"Dlg5"
"5331"	"FBgn0032364"	"CG4970"	"CG4970"
"5332"	"FBgn0032365"	"CG14929"	"CG14929"
"5333"	"FBgn0032366"	"CG14930"	"CG14930"
"5334"	"FBgn0032368"	"CG6589"	"spag4"
"5335"	"FBgn0032369"	"CG6614"	"CG6614"
"5336"	"FBgn0032370"	"CG12307"	"CG12307"
"5337"	"FBgn0032371"	"CG4983"	"CG4983"
"5338"	"FBgn0032372"	"CG4988"	"CG4988"
"5339"	"FBgn0032373"	"CG12602"	"Vha100-5"
"5340"	"FBgn0032374"	"CG14931"	"CG14931"
"5341"	"FBgn0032375"	"CG14932"	"CG14932"
"5342"	"FBgn0032376"	"CG14936"	"Tsp33B"
"5343"	"FBgn0032377"	"CG14937"	"CG14937"
"5344"	"FBgn0032378"	"CG14939"	"CycY"
"5345"	"FBgn0032381"	"CG14934"	"Mal-B1"
"5346"	"FBgn0032382"	"CG14935"	"Mal-B2"
"5347"	"FBgn0032385"	"CG16964"	"CG16964"
"5348"	"FBgn0032387"	"CG16965"	"CG16965"
"5349"	"FBgn0032388"	"CG6686"	"CG6686"
"5350"	"FBgn0032390"	"CG16969"	"dgt2"
"5351"	"FBgn0032391"	"CG5202"	"escl"
"5352"	"FBgn0032393"	"CG12264"	"CG12264"
"5353"	"FBgn0032394"	"CG6746"	"CG6746"
"5354"	"FBgn0032395"	"CG6734"	"CG6734"
"5355"	"FBgn0032397"	"CG6756"	"Tom70"
"5356"	"FBgn0032398"	"CG6766"	"CG6766"
"5357"	"FBgn0032399"	"CG6785"	"CG6785"
"5358"	"FBgn0032400"	"CG6770"	"CG6770"
"5359"	"FBgn0032401"	"CG6792"	"Plzf"
"5360"	"FBgn0032402"	"CG14945"	"CG14945"
"5361"	"FBgn0032404"	"CG5317"	"RpL7-like"
"5362"	"FBgn0032405"	"CG14946"	"firl"
"5363"	"FBgn0032406"	"CG14947"	"CG14947"
"5364"	"FBgn0032407"	"CG5325"	"Pex19"
"5365"	"FBgn0032408"	"CG6712"	"CG6712"
"5366"	"FBgn0032409"	"CG5336"	"Ced-12"
"5367"	"FBgn0032414"	"CG17211"	"CG17211"
"5368"	"FBgn0032415"	"CG17212"	"rho-6"
"5369"	"FBgn0032416"	"CG17213"	"Gr33a"
"5370"	"FBgn0032419"	"CG17217"	"CG17217"
"5371"	"FBgn0032420"	"CG6583"	"CG6583"
"5372"	"FBgn0032421"	"CG17218"	"crok"
"5373"	"FBgn0032422"	"CG6579"	"atilla"
"5374"	"FBgn0032424"	"CG17010"	"CG17010"
"5375"	"FBgn0032428"	"CG6405"	"CG6405"
"5376"	"FBgn0032429"	"CG5446"	"CG5446"
"5377"	"FBgn0032430"	"CG6388"	"CG6388"
"5378"	"FBgn0032431"	"CG5435"	"CG5435"
"5379"	"FBgn0032433"	"CG5427"	"Oatp33Ea"
"5380"	"FBgn0032434"	"CG5421"	"CG5421"
"5381"	"FBgn0032435"	"CG6417"	"Oatp33Eb"
"5382"	"FBgn0032436"	"CG5418"	"CG5418"
"5383"	"FBgn0032437"	"CR17024"	"CR17024"
"5384"	"FBgn0032439"	"CG17031"	"Ref2"
"5385"	"FBgn0032442"	"CG15485"	"CG15485"
"5386"	"FBgn0032444"	"CG5525"	"CCT4"
"5387"	"FBgn0032445"	"CG6153"	"CG6153"
"5388"	"FBgn0032446"	"CG5780"	"CG5780"
"5389"	"FBgn0032447"	"CG6167"	"PICK1"
"5390"	"FBgn0032448"	"CG5781"	"CG5781"
"5391"	"FBgn0032449"	"CG17036"	"CG17036"
"5392"	"FBgn0032450"	"CG5776"	"CG5776"
"5393"	"FBgn0032451"	"CG12292"	"spict"
"5394"	"FBgn0032452"	"CG15484"	"CG15484"
"5395"	"FBgn0032453"	"CG6180"	"CG6180"
"5396"	"FBgn0032454"	"CG5787"	"CG5787"
"5397"	"FBgn0032455"	"CG5792"	"Pih1D1"
"5398"	"FBgn0032456"	"CG6214"	"MRP"
"5399"	"FBgn0032457"	"CG15483"	"CG15483"
"5400"	"FBgn0032462"	"CG16800"	"CG16800"
"5401"	"FBgn0032464"	"CG5075"	"Vha68-3"
"5402"	"FBgn0032465"	"CG12404"	"CG12404"
"5403"	"FBgn0032467"	"CG9934"	"CG9934"
"5404"	"FBgn0032470"	"CG5142"	"CG5142"
"5405"	"FBgn0032471"	"CG5122"	"CG5122"
"5406"	"FBgn0032472"	"CG9928"	"CG9928"
"5407"	"FBgn0032473"	"CG5204"	"CG5204"
"5408"	"FBgn0032474"	"CG9828"	"DnaJ-H"
"5409"	"FBgn0032475"	"CG16975"	"Sfmbt"
"5410"	"FBgn0032476"	"CG5439"	"CG5439"
"5411"	"FBgn0032477"	"CG5287"	"CG5287"
"5412"	"FBgn0032478"	"CG5458"	"CG5458"
"5413"	"FBgn0032479"	"CG16974"	"CG16974"
"5414"	"FBgn0032480"	"CG5682"	"Edem2"
"5415"	"FBgn0032481"	"CG16972"	"CG16972"
"5416"	"FBgn0032482"	"CG5547"	"Pect"
"5417"	"FBgn0032483"	"CG15482"	"CG15482"
"5418"	"FBgn0032484"	"CG9431"	"kek4"
"5419"	"FBgn0032485"	"CG9426"	"CG9426"
"5420"	"FBgn0032486"	"CG5705"	"mRF1"
"5421"	"FBgn0032487"	"CG15481"	"Ski6"
"5422"	"FBgn0032488"	"CG16812"	"CG16812"
"5423"	"FBgn0032489"	"CG15480"	"CG15480"
"5424"	"FBgn0032490"	"CG16813"	"CG16813"
"5425"	"FBgn0032491"	"CG16815"	"CG16815"
"5426"	"FBgn0032492"	"CG5648"	"Prosalpha6T"
"5427"	"FBgn0032493"	"CG15479"	"Mabi"
"5428"	"FBgn0032494"	"CG5945"	"CG5945"
"5429"	"FBgn0032495"	"CG16820"	"CG16820"
"5430"	"FBgn0032499"	"CG6116"	"Uvrag"
"5431"	"FBgn0032503"	"CG16825"	"CG16825"
"5432"	"FBgn0032505"	"CG16826"	"CG16826"
"5433"	"FBgn0032506"	"CG9395"	"CG9395"
"5434"	"FBgn0032507"	"CG9377"	"CG9377"
"5435"	"FBgn0032509"	"CG6523"	"CG6523"
"5436"	"FBgn0032511"	"CG9306"	"ND-B22"
"5437"	"FBgn0032512"	"CG9305"	"Bdp1"
"5438"	"FBgn0032513"	"CG6565"	"CG6565"
"5439"	"FBgn0032514"	"CG9302"	"CG9302"
"5440"	"FBgn0032515"	"CG6866"	"loqs"
"5441"	"FBgn0032516"	"CG9293"	"Ing5"
"5442"	"FBgn0032517"	"CG7099"	"CG7099"
"5443"	"FBgn0032518"	"CG9282"	"RpL24"
"5444"	"FBgn0032519"	"CG16957"	"CG16957"
"5445"	"FBgn0032520"	"CG10859"	"CG10859"
"5446"	"FBgn0032521"	"CG7110"	"CG7110"
"5447"	"FBgn0032522"	"CG16848"	"CG16848"
"5448"	"FBgn0032523"	"CG16956"	"CG16956"
"5449"	"FBgn0032524"	"CG9267"	"CG9267"
"5450"	"FBgn0032525"	"CG16954"	"Hsp60D"
"5451"	"FBgn0032530"	"CG9263"	"CG9263"
"5452"	"FBgn0032533"	"CG16888"	"CG16888"
"5453"	"FBgn0032535"	"CG16869"	"Ance-2"
"5454"	"FBgn0032536"	"CG17988"	"Ance-3"
"5455"	"FBgn0032538"	"CG16885"	"CG16885"
"5456"	"FBgn0032549"	"CG4650"	"CG4650"
"5457"	"FBgn0032551"	"CG18636"	"CG18636"
"5458"	"FBgn0032553"	"CG4480"	"CG4480"
"5459"	"FBgn0032554"	"CG15278"	"CG15278"
"5460"	"FBgn0032563"	"CG15258"	"CG15258"
"5461"	"FBgn0032577"	"CG13244"	"CG13244"
"5462"	"FBgn0032582"	"CG13258"	"CG13258"
"5463"	"FBgn0032585"	"CG4580"	"CG4580"
"5464"	"FBgn0032586"	"CG4599"	"Tpr2"
"5465"	"FBgn0032587"	"CG5953"	"CG5953"
"5466"	"FBgn0032588"	"CG5968"	"CG5968"
"5467"	"FBgn0032590"	"CG4631"	"CG4631"
"5468"	"FBgn0032593"	"CG5996"	"Trpgamma"
"5469"	"FBgn0032595"	"CG17996"	"CG17996"
"5470"	"FBgn0032596"	"CG17331"	"Prosbeta4"
"5471"	"FBgn0032597"	"CG17904"	"CG17904"
"5472"	"FBgn0032598"	"CG17905"	"ChLD3"
"5473"	"FBgn0032600"	"CG17912"	"BuGZ"
"5474"	"FBgn0032601"	"CG17914"	"yellow-b"
"5475"	"FBgn0032602"	"CG13278"	"ppk17"
"5476"	"FBgn0032603"	"CG17928"	"CG17928"
"5477"	"FBgn0032609"	"CG13280"	"CG13280"
"5478"	"FBgn0032612"	"CG13282"	"CG13282"
"5479"	"FBgn0032613"	"CG13283"	"CG13283"
"5480"	"FBgn0032614"	"CG13284"	"CG13284"
"5481"	"FBgn0032615"	"CG6012"	"CG6012"
"5482"	"FBgn0032618"	"CG31743"	"CG31743"
"5483"	"FBgn0032620"	"CG12288"	"CG12288"
"5484"	"FBgn0032624"	"CG6304"	"CG6304"
"5485"	"FBgn0032625"	"CG15136"	"CG15136"
"5486"	"FBgn0032626"	"CG12620"	"CG12620"
"5487"	"FBgn0032629"	"CG15138"	"beat-IIIc"
"5488"	"FBgn0032631"	"CG15140"	"CG15140"
"5489"	"FBgn0032632"	"CG6380"	"CG6380"
"5490"	"FBgn0032633"	"CG6860"	"Lrch"
"5491"	"FBgn0032634"	"CG6840"	"Rpb11"
"5492"	"FBgn0032635"	"CG15141"	"CG15141"
"5493"	"FBgn0032636"	"CG5043"	"CG5043"
"5494"	"FBgn0032637"	"CG5050"	"CG5050"
"5495"	"FBgn0032638"	"CG6639"	"SPH93"
"5496"	"FBgn0032639"	"CG18563"	"CG18563"
"5497"	"FBgn0032640"	"CG5094"	"Sgt"
"5498"	"FBgn0032642"	"CG5110"	"CG5110"
"5499"	"FBgn0032643"	"CG6453"	"GCS2beta"
"5500"	"FBgn0032644"	"CG5131"	"CG5131"
"5501"	"FBgn0032645"	"CG15142"	"CG15142"
"5502"	"FBgn0032646"	"CG6412"	"mEFTs"
"5503"	"FBgn0032647"	"CG15143"	"CG15143"
"5504"	"FBgn0032648"	"CG15144"	"CG15144"
"5505"	"FBgn0032649"	"CG15145"	"CG15145"
"5506"	"FBgn0032650"	"CG7094"	"CG7094"
"5507"	"FBgn0032651"	"CG5545"	"Oli"
"5508"	"FBgn0032652"	"CG6870"	"CG6870"
"5509"	"FBgn0032654"	"CG15147"	"CG15147"
"5510"	"FBgn0032656"	"CG5674"	"CG5674"
"5511"	"FBgn0032658"	"CG5681"	"CG5681"
"5512"	"FBgn0032660"	"CG15150"	"elfless"
"5513"	"FBgn0032663"	"CG15153"	"CG15153"
"5514"	"FBgn0032664"	"CG5755"	"CG5755"
"5515"	"FBgn0032665"	"CG15152"	"CG15152"
"5516"	"FBgn0032666"	"CG5758"	"CG5758"
"5517"	"FBgn0032668"	"CG17681"	"CG17681"
"5518"	"FBgn0032669"	"CG15155"	"CG15155"
"5519"	"FBgn0032670"	"CG5783"	"CG5783"
"5520"	"FBgn0032671"	"CG7200"	"CG7200"
"5521"	"FBgn0032677"	"CG5790"	"CG5790"
"5522"	"FBgn0032679"	""	""
"5523"	"FBgn0032680"	"CG10174"	"Ntf-2r"
"5524"	"FBgn0032681"	"CG10283"	"CG10283"
"5525"	"FBgn0032682"	"CG10176"	"grnd"
"5526"	"FBgn0032683"	"CG10275"	"kon"
"5527"	"FBgn0032684"	"CG10178"	"CG10178"
"5528"	"FBgn0032685"	"CG10211"	"CG10211"
"5529"	"FBgn0032688"	"CG15160"	"CG15160"
"5530"	"FBgn0032689"	"CG10413"	"CG10413"
"5531"	"FBgn0032690"	"CG10333"	"CG10333"
"5532"	"FBgn0032691"	"CG10414"	"Atac2"
"5533"	"FBgn0032692"	"CG15161"	"CG15161"
"5534"	"FBgn0032693"	"CG10391"	"Cyp310a1"
"5535"	"FBgn0032694"	"CG15162"	"MESR3"
"5536"	"FBgn0032698"	"CG10336"	"CG10336"
"5537"	"FBgn0032699"	"CG10383"	"CG10383"
"5538"	"FBgn0032700"	"CG10338"	"CG10338"
"5539"	"FBgn0032701"	"CG10341"	"CG10341"
"5540"	"FBgn0032702"	"CG10376"	"CG10376"
"5541"	"FBgn0032703"	"CG10343"	"CG10343"
"5542"	"FBgn0032704"	"CG10373"	"Jwa"
"5543"	"FBgn0032705"	"CG10346"	"Grip71"
"5544"	"FBgn0032706"	"CG10369"	"Irk3"
"5545"	"FBgn0032707"	"CG10348"	"CG10348"
"5546"	"FBgn0032709"	"CG15167"	"CG15167"
"5547"	"FBgn0032713"	"CG17323"	"CG17323"
"5548"	"FBgn0032715"	"CG17597"	"CG17597"
"5549"	"FBgn0032717"	"CG10600"	"CG10600"
"5550"	"FBgn0032719"	"CG17321"	"CG17321"
"5551"	"FBgn0032720"	"CG10603"	"mRpL13"
"5552"	"FBgn0032721"	"CG10602"	"CG10602"
"5553"	"FBgn0032723"	"CG18397"	"ssp3"
"5554"	"FBgn0032724"	"CG10428"	"CG10428"
"5555"	"FBgn0032725"	"CG10679"	"Nedd8"
"5556"	"FBgn0032726"	"CG10621"	"CG10621"
"5557"	"FBgn0032727"	"CG10623"	"CG10623"
"5558"	"FBgn0032728"	"CG18398"	"Tango6"
"5559"	"FBgn0032729"	"CG10639"	"L2HGDH"
"5560"	"FBgn0032730"	"CG10431"	"CG10431"
"5561"	"FBgn0032731"	"CG10641"	"Swip-1"
"5562"	"FBgn0032732"	"CG15168"	"CG15168"
"5563"	"FBgn0032733"	"CG15170"	"CG15170"
"5564"	"FBgn0032734"	"CG15169"	"CG15169"
"5565"	"FBgn0032740"	"CG15172"	"CG15172"
"5566"	"FBgn0032741"	"CG10446"	"Sidpn"
"5567"	"FBgn0032744"	"CG15173"	"Ttc19"
"5568"	"FBgn0032746"	"CG10470"	"CG10470"
"5569"	"FBgn0032748"	"CG10492"	"CG10492"
"5570"	"FBgn0032749"	"CG10493"	"Phlpp"
"5571"	"FBgn0032750"	"CG10495"	"CG10495"
"5572"	"FBgn0032751"	"CG17343"	"CG17343"
"5573"	"FBgn0032752"	"CG10702"	"CG10702"
"5574"	"FBgn0032753"	"CG17572"	"CG17572"
"5575"	"FBgn0032754"	"CG10700"	"CG10700"
"5576"	"FBgn0032755"	"CG17344"	"CG17344"
"5577"	"FBgn0032763"	"CG17568"	"CG17568"
"5578"	"FBgn0032768"	"CG17564"	"CG17564"
"5579"	"FBgn0032769"	"CG10750"	"CG10750"
"5580"	"FBgn0032770"	"CG13086"	"CG13086"
"5581"	"FBgn0032771"	"CG17349"	"CG17349"
"5582"	"FBgn0032772"	"CG17350"	"CG17350"
"5583"	"FBgn0032773"	"CG15825"	"fon"
"5584"	"FBgn0032774"	"CG17549"	"CG17549"
"5585"	"FBgn0032775"	"CG17544"	"CG17544"
"5586"	"FBgn0032779"	"CG16771"	"CG16771"
"5587"	"FBgn0032780"	"CG13085"	"CG13085"
"5588"	"FBgn0032781"	"CG9987"	"RtcB"
"5589"	"FBgn0032782"	"CG9994"	"Rab9"
"5590"	"FBgn0032783"	"CG10237"	"CG10237"
"5591"	"FBgn0032785"	"CG10026"	"CG10026"
"5592"	"FBgn0032787"	"CG10195"	"CG10195"
"5593"	"FBgn0032788"	"CG13084"	"CG13084"
"5594"	"FBgn0032789"	"CG13083"	"CG13083"
"5595"	"FBgn0032790"	"CG10194"	"CG10194"
"5596"	"FBgn0032791"	"CG18094"	"CG18094"
"5597"	"FBgn0032793"	"CG10189"	"CG10189"
"5598"	"FBgn0032796"	"CG10188"	"CG10188"
"5599"	"FBgn0032797"	"CG10186"	"Hasp"
"5600"	"FBgn0032798"	"CG10132"	"CG10132"
"5601"	"FBgn0032799"	"CG10166"	"CG10166"
"5602"	"FBgn0032800"	"CG10137"	"CG10137"
"5603"	"FBgn0032801"	"CG10165"	"CG10165"
"5604"	"FBgn0032803"	"CG13082"	"CG13082"
"5605"	"FBgn0032804"	"CG13081"	"CG13081"
"5606"	"FBgn0032805"	"CG10337"	"CG10337"
"5607"	"FBgn0032809"	"CG13078"	"CG13078"
"5608"	"FBgn0032810"	"CG13077"	"CG13077"
"5609"	"FBgn0032811"	"CG10268"	"CG10268"
"5610"	"FBgn0032812"	"CG10263"	"Hakai"
"5611"	"FBgn0032813"	"CG10262"	"PCNA2"
"5612"	"FBgn0032814"	"CG10366"	"CG10366"
"5613"	"FBgn0032815"	"CG10462"	"CG10462"
"5614"	"FBgn0032816"	"CG10447"	"Nf-YB"
"5615"	"FBgn0032817"	"CG10631"	"CG10631"
"5616"	"FBgn0032818"	"CG10628"	"CG10628"
"5617"	"FBgn0032819"	"CG10463"	"CG10463"
"5618"	"FBgn0032820"	"CG31692"	"fbp"
"5619"	"FBgn0032821"	"CG10538"	"CdGAPr"
"5620"	"FBgn0032822"	"CG10466"	"CG10466"
"5621"	"FBgn0032824"	"CG13962"	"CG13962"
"5622"	"FBgn0032827"	"CG10481"	"CG10481"
"5623"	"FBgn0032833"	"CG10664"	"COX4"
"5624"	"FBgn0032834"	"CG13965"	"CG13965"
"5625"	"FBgn0032835"	"CG16772"	"CG16772"
"5626"	"FBgn0032836"	"CG10680"	"CG10680"
"5627"	"FBgn0032839"	"CG10659"	"CG10659"
"5628"	"FBgn0032840"	"CG13968"	"sNPF"
"5629"	"FBgn0032843"	"CG10730"	"CG10730"
"5630"	"FBgn0032845"	"CG10747"	"CG10747"
"5631"	"FBgn0032846"	"CG10721"	"CG10721"
"5632"	"FBgn0032847"	"CG10756"	"Taf13"
"5633"	"FBgn0032848"	"CG10722"	"nesd"
"5634"	"FBgn0032849"	"CG10757"	"mRpS18B"
"5635"	"FBgn0032850"	"CG10723"	"Kua"
"5636"	"FBgn0032851"	"CG13970"	"CG13970"
"5637"	"FBgn0032853"	"CG10651"	"CG10651"
"5638"	"FBgn0032856"	"CG16798"	"CG16798"
"5639"	"FBgn0032857"	"CG10947"	"CG10947"
"5640"	"FBgn0032858"	"CG10949"	"CG10949"
"5641"	"FBgn0032859"	"CG10954"	"Arpc2"
"5642"	"FBgn0032860"	"CG15130"	"CG15130"
"5643"	"FBgn0032863"	"CG2508"	"Cdc23"
"5644"	"FBgn0032864"	"CG2493"	"CG2493"
"5645"	"FBgn0032867"	"CG15475"	"CG15475"
"5646"	"FBgn0032868"	"CG17472"	"CG17472"
"5647"	"FBgn0032869"	"CG17470"	"CG17470"
"5648"	"FBgn0032870"	"CG2608"	"CG2608"
"5649"	"FBgn0032871"	"CG2611"	"CG2611"
"5650"	"FBgn0032873"	"CG2614"	"CG2614"
"5651"	"FBgn0032876"	"CG1962"	"Cen"
"5652"	"FBgn0032877"	"CG2617"	"CG2617"
"5653"	"FBgn0032878"	"CG9316"	"CG9316"
"5654"	"FBgn0032879"	"CG9317"	"CarT"
"5655"	"FBgn0032880"	"CG9318"	"TM9SF2"
"5656"	"FBgn0032881"	"CG9319"	"CG9319"
"5657"	"FBgn0032882"	"CG9320"	"Ns4"
"5658"	"FBgn0032883"	"CG9323"	"Rhau"
"5659"	"FBgn0032884"	"CG9324"	"Pomp"
"5660"	"FBgn0032886"	"CG9328"	"CG9328"
"5661"	"FBgn0032888"	"CG14405"	"CheB38c"
"5662"	"FBgn0032889"	"CG9331"	"CG9331"
"5663"	"FBgn0032891"	"CG9333"	"Oseg5"
"5664"	"FBgn0032894"	"CG14402"	"CG14402"
"5665"	"FBgn0032895"	"CG9335"	"twit"
"5666"	"FBgn0032896"	"CG14400"	"CG14400"
"5667"	"FBgn0032897"	"CG9336"	"CG9336"
"5668"	"FBgn0032898"	"CR9337"	"CR9337"
"5669"	"FBgn0032899"	"CG9338"	"CG9338"
"5670"	"FBgn0032900"	"CG14401"	"CG14401"
"5671"	"FBgn0032901"	"CG9339"	"sky"
"5672"	"FBgn0032906"	"CG9273"	"RPA2"
"5673"	"FBgn0032907"	"CG9272"	"CG9272"
"5674"	"FBgn0032908"	"CG9270"	"CG9270"
"5675"	"FBgn0032910"	"CG9265"	"CG9265"
"5676"	"FBgn0032911"	"CG9264"	"tadr"
"5677"	"FBgn0032913"	"CG9259"	"CG9259"
"5678"	"FBgn0032914"	"CG14397"	"CG14397"
"5679"	"FBgn0032915"	""	""
"5680"	"FBgn0032916"	"CG9257"	"CG9257"
"5681"	"FBgn0032919"	"CG9253"	"CG9253"
"5682"	"FBgn0032921"	"CG9250"	"Mpp6"
"5683"	"FBgn0032922"	"CG9249"	"CG9249"
"5684"	"FBgn0032923"	"CG9248"	"CG9248"
"5685"	"FBgn0032924"	"CG9247"	"Nbr"
"5686"	"FBgn0032925"	"CG9246"	"CG9246"
"5687"	"FBgn0032929"	"CG9241"	"Mcm10"
"5688"	"FBgn0032934"	"CG8679"	"CG8679"
"5689"	"FBgn0032935"	"CG8678"	"Atg18b"
"5690"	"FBgn0032938"	"CG8671"	"CG8671"
"5691"	"FBgn0032940"	"CG18362"	"Mondo"
"5692"	"FBgn0032943"	"CG8666"	"Tsp39D"
"5693"	"FBgn0032945"	"CG8665"	"CG8665"
"5694"	"FBgn0032946"	"CG8663"	"nrv3"
"5695"	"FBgn0032949"	"CG3305"	"Lamp1"
"5696"	"FBgn0032955"	"CG2201"	"CG2201"
"5697"	"FBgn0032956"	"CG1512"	"Cul2"
"5698"	"FBgn0032957"	"CG2225"	"CG2225"
"5699"	"FBgn0032961"	"CG1416"	"CG1416"
"5700"	"FBgn0032964"	"CG11630"	"CG11630"
"5701"	"FBgn0032965"	"CG11629"	"CG11629"
"5702"	"FBgn0032966"	"CG1421"	"CG1421"
"5703"	"FBgn0032967"	"CG1428"	"CG1428"
"5704"	"FBgn0032968"	"CG11634"	"CG11634"
"5705"	"FBgn0032969"	"CG2528"	"CG2528"
"5706"	"FBgn0032971"	"CG6691"	"ttm3"
"5707"	"FBgn0032972"	"CG10834"	"CG10834"
"5708"	"FBgn0032973"	"CG6675"	"CG6675"
