"primary"	"secondary"	"symbol"
"2034"	"S000002235"	"YDL077C"	"VAM6"
"2035"	"S000002236"	"YDL078C"	"MDH3"
"2036"	"S000002237"	"YDL079C"	"MRK1"
"2037"	"S000002238"	"YDL080C"	"THI3"
"2038"	"S000002239"	"YDL081C"	"RPP1A"
"2039"	"S000002240"	"YDL082W"	"RPL13A"
"2040"	"S000002241"	"YDL083C"	"RPS16B"
"2041"	"S000002242"	"YDL084W"	"SUB2"
"2042"	"S000002243"	"YDL085W"	"NDE2"
"2043"	"S000002244"	"YDL086W"	""
"2044"	"S000002245"	"YDL087C"	"LUC7"
"2045"	"S000002246"	"YDL088C"	"ASM4"
"2046"	"S000002247"	"YDL089W"	"NUR1"
"2047"	"S000002248"	"YDL090C"	"RAM1"
"2048"	"S000002249"	"YDL091C"	"UBX3"
"2049"	"S000002250"	"YDL092W"	"SRP14"
"2050"	"S000002251"	"YDL093W"	"PMT5"
"2051"	"S000002252"	"YDL094C"	""
"2052"	"S000002253"	"YDL095W"	"PMT1"
"2053"	"S000002254"	"YDL096C"	"OPI6"
"2054"	"S000002255"	"YDL097C"	"RPN6"
"2055"	"S000002256"	"YDL098C"	"SNU23"
"2056"	"S000002257"	"YDL099W"	"BUG1"
"2057"	"S000002258"	"YDL100C"	"GET3"
"2058"	"S000002259"	"YDL101C"	"DUN1"
"2059"	"S000002260"	"YDL102W"	"POL3"
"2060"	"S000002261"	"YDL103C"	"QRI1"
"2061"	"S000002262"	"YDL104C"	"QRI7"
"2062"	"S000002263"	"YDL105W"	"NSE4"
"2063"	"S000002264"	"YDL106C"	"PHO2"
"2064"	"S000002265"	"YDL107W"	"MSS2"
"2065"	"S000002266"	"YDL108W"	"KIN28"
"2066"	"S000002267"	"YDL109C"	""
"2067"	"S000002268"	"YDL110C"	"TMA17"
"2068"	"S000002269"	"YDL111C"	"RRP42"
"2069"	"S000002270"	"YDL112W"	"TRM3"
"2070"	"S000002271"	"YDL113C"	"ATG20"
"2071"	"S000002272"	"YDL114W"	""
"2072"	"S000002273"	"YDL115C"	"IWR1"
"2073"	"S000002274"	"YDL116W"	"NUP84"
"2074"	"S000002275"	"YDL117W"	"CYK3"
"2075"	"S000002276"	"YDL118W"	""
"2076"	"S000002277"	"YDL119C"	"HEM25"
"2077"	"S000002278"	"YDL120W"	"YFH1"
"2078"	"S000002279"	"YDL121C"	"EXP1"
"2079"	"S000002280"	"YDL122W"	"UBP1"
"2080"	"S000002281"	"YDL123W"	"SNA4"
"2081"	"S000002282"	"YDL124W"	""
"2082"	"S000002283"	"YDL125C"	"HNT1"
"2083"	"S000002284"	"YDL126C"	"CDC48"
"2084"	"S000002285"	"YDL127W"	"PCL2"
"2085"	"S000002286"	"YDL128W"	"VCX1"
"2086"	"S000002287"	"YDL129W"	""
"2087"	"S000002288"	"YDL130W"	"RPP1B"
"2088"	"S000002289"	"YDL131W"	"LYS21"
"2089"	"S000002290"	"YDL132W"	"CDC53"
"2090"	"S000002291"	"YDL133W"	"SRF1"
"2091"	"S000002292"	"YDL134C"	"PPH21"
"2092"	"S000002293"	"YDL133C-A"	"RPL41B"
"2093"	"S000002294"	"YDL135C"	"RDI1"
"2094"	"S000002295"	"YDL136W"	"RPL35B"
"2095"	"S000002296"	"YDL137W"	"ARF2"
"2096"	"S000002297"	"YDL138W"	"RGT2"
"2097"	"S000002298"	"YDL139C"	"SCM3"
"2098"	"S000002299"	"YDL140C"	"RPO21"
"2099"	"S000002300"	"YDL141W"	"BPL1"
"2100"	"S000002301"	"YDL142C"	"CRD1"
"2101"	"S000002302"	"YDL143W"	"CCT4"
"2102"	"S000002303"	"YDL144C"	""
"2103"	"S000002304"	"YDL145C"	"COP1"
"2104"	"S000002305"	"YDL146W"	"LDB17"
"2105"	"S000002306"	"YDL147W"	"RPN5"
"2106"	"S000002307"	"YDL148C"	"NOP14"
"2107"	"S000002308"	"YDL149W"	"ATG9"
"2108"	"S000002309"	"YDL150W"	"RPC53"
"2109"	"S000002310"	"YDL151C"	"BUD30"
"2110"	"S000002311"	"YDL152W"	""
"2111"	"S000002312"	"YDL153C"	"SAS10"
"2112"	"S000002313"	"YDL154W"	"MSH5"
"2113"	"S000002314"	"YDL155W"	"CLB3"
"2114"	"S000002315"	"YDL156W"	"CMR1"
"2115"	"S000002316"	"YDL157C"	""
"2116"	"S000002317"	"YDL158C"	""
"2117"	"S000002318"	"YDL159W"	"STE7"
"2118"	"S000002319"	"YDL160C"	"DHH1"
"2119"	"S000002320"	"YDL161W"	"ENT1"
"2120"	"S000002321"	"YDL162C"	""
"2121"	"S000002322"	"YDL163W"	""
"2122"	"S000002323"	"YDL164C"	"CDC9"
"2123"	"S000002324"	"YDL165W"	"CDC36"
"2124"	"S000002325"	"YDL166C"	"FAP7"
"2125"	"S000002326"	"YDL167C"	"NRP1"
"2126"	"S000002327"	"YDL168W"	"SFA1"
"2127"	"S000002328"	"YDL169C"	"UGX2"
"2128"	"S000002329"	"YDL170W"	"UGA3"
"2129"	"S000002330"	"YDL171C"	"GLT1"
"2130"	"S000002331"	"YDL172C"	""
"2131"	"S000002332"	"YDL173W"	"PAR32"
"2132"	"S000002333"	"YDL174C"	"DLD1"
"2133"	"S000002334"	"YDL175C"	"AIR2"
"2134"	"S000002335"	"YDL176W"	"IPF1"
"2135"	"S000002336"	"YDL177C"	""
"2136"	"S000002337"	"YDL178W"	"DLD2"
"2137"	"S000002338"	"YDL179W"	"PCL9"
"2138"	"S000002339"	"YDL180W"	""
"2139"	"S000002340"	"YDL181W"	"INH1"
"2140"	"S000002341"	"YDL182W"	"LYS20"
"2141"	"S000002342"	"YDL183C"	""
"2142"	"S000002343"	"YDL184C"	"RPL41A"
"2143"	"S000002344"	"YDL185W"	"VMA1"
"2144"	"S000002344_C"	""	""
"2145"	"S000002345"	"YDL186W"	""
"2146"	"S000002346"	"YDL187C"	""
"2147"	"S000002347"	"YDL188C"	"PPH22"
"2148"	"S000002348"	"YDL189W"	"RBS1"
"2149"	"S000002349"	"YDL190C"	"UFD2"
"2150"	"S000002350"	"YDL191W"	"RPL35A"
"2151"	"S000002351"	"YDL192W"	"ARF1"
"2152"	"S000002352"	"YDL193W"	"NUS1"
"2153"	"S000002353"	"YDL194W"	"SNF3"
"2154"	"S000002354"	"YDL195W"	"SEC31"
"2155"	"S000002355"	"YDL196W"	""
"2156"	"S000002356"	"YDL197C"	"ASF2"
"2157"	"S000002357"	"YDL198C"	"GGC1"
"2158"	"S000002358"	"YDL199C"	""
"2159"	"S000002359"	"YDL200C"	"MGT1"
"2160"	"S000002360"	"YDL201W"	"TRM8"
"2161"	"S000002361"	"YDL202W"	"MRPL11"
"2162"	"S000002362"	"YDL203C"	"ACK1"
"2163"	"S000002363"	"YDL204W"	"RTN2"
"2164"	"S000002364"	"YDL205C"	"HEM3"
"2165"	"S000002365"	"YDL206W"	""
"2166"	"S000002366"	"YDL207W"	"GLE1"
"2167"	"S000002367"	"YDL208W"	"NHP2"
"2168"	"S000002368"	"YDL209C"	"CWC2"
"2169"	"S000002369"	"YDL210W"	"UGA4"
"2170"	"S000002370"	"YDL211C"	""
"2171"	"S000002371"	"YDL212W"	"SHR3"
"2172"	"S000002372"	"YDL213C"	"NOP6"
"2173"	"S000002373"	"YDL214C"	"PRR2"
"2174"	"S000002374"	"YDL215C"	"GDH2"
"2175"	"S000002375"	"YDL216C"	"RRI1"
"2176"	"S000002376"	"YDL217C"	"TIM22"
"2177"	"S000002377"	"YDL218W"	""
"2178"	"S000002378"	"YDL219W"	"DTD1"
"2179"	"S000002379"	"YDL220C"	"CDC13"
"2180"	"S000002380"	"YDL221W"	""
"2181"	"S000002381"	"YDL222C"	"FMP45"
"2182"	"S000002382"	"YDL223C"	"HBT1"
"2183"	"S000002383"	"YDL224C"	"WHI4"
"2184"	"S000002384"	"YDL225W"	"SHS1"
"2185"	"S000002385"	"YDL226C"	"GCS1"
"2186"	"S000002386"	"YDL227C"	"HO"
"2187"	"S000002387"	"YDL228C"	""
"2188"	"S000002388"	"YDL229W"	"SSB1"
"2189"	"S000002389"	"YDL230W"	"PTP1"
"2190"	"S000002390"	"YDL231C"	"BRE4"
"2191"	"S000002391"	"YDL232W"	"OST4"
"2192"	"S000002392"	"YDL233W"	"MFG1"
"2193"	"S000002393"	"YDL234C"	"GYP7"
"2194"	"S000002394"	"YDL235C"	"YPD1"
"2195"	"S000002395"	"YDL236W"	"PHO13"
"2196"	"S000002396"	"YDL237W"	"AIM6"
"2197"	"S000002397"	"YDL238C"	"GUD1"
"2198"	"S000002398"	"YDL239C"	"ADY3"
"2199"	"S000002399"	"YDL240W"	"LRG1"
"2200"	"S000002400"	"YDL241W"	""
"2201"	"S000002401"	"YDL242W"	""
"2202"	"S000002402"	"YDL243C"	"AAD4"
"2203"	"S000002403"	"YDL244W"	"THI13"
"2204"	"S000002404"	"YDL245C"	"HXT15"
"2205"	"S000002405"	"YDL246C"	"SOR2"
"2206"	"S000002406"	"YDL247W"	"MPH2"
"2207"	"S000002407"	"YDL248W"	"COS7"
"2208"	"S000002408"	"YDR001C"	"NTH1"
"2209"	"S000002409"	"YDR002W"	"YRB1"
"2210"	"S000002410"	"YDR003W"	"RCR2"
"2211"	"S000002411"	"YDR004W"	"RAD57"
"2212"	"S000002412"	"YDR005C"	"MAF1"
"2213"	"S000002413"	"YDR006C"	"SOK1"
"2214"	"S000002414"	"YDR007W"	"TRP1"
"2215"	"S000002415"	"YDR008C"	""
"2216"	"S000002416"	"YDR009W"	"GAL3"
"2217"	"S000002417"	"YDR010C"	""
"2218"	"S000002418"	"YDR011W"	"SNQ2"
"2219"	"S000002419"	"YDR012W"	"RPL4B"
"2220"	"S000002420"	"YDR013W"	"PSF1"
"2221"	"S000002421"	"YDR014W"	"RAD61"
"2222"	"S000002422"	"YDR015C"	""
"2223"	"S000002423"	"YDR016C"	"DAD1"
"2224"	"S000002424"	"YDR017C"	"KCS1"
"2225"	"S000002425"	"YDR018C"	""
"2226"	"S000002426"	"YDR019C"	"GCV1"
"2227"	"S000002427"	"YDR020C"	"DAS2"
"2228"	"S000002428"	"YDR021W"	"FAL1"
"2229"	"S000002429"	"YDR022C"	"ATG31"
"2230"	"S000002430"	"YDR023W"	"SES1"
"2231"	"S000002431"	"YDR024W"	"FYV1"
"2232"	"S000002432"	"YDR025W"	"RPS11A"
"2233"	"S000002433"	"YDR026C"	"NSI1"
"2234"	"S000002434"	"YDR027C"	"VPS54"
"2235"	"S000002435"	"YDR028C"	"REG1"
"2236"	"S000002436"	"YDR029W"	""
"2237"	"S000002437"	"YDR030C"	"RAD28"
"2238"	"S000002438"	"YDR031W"	"MIX14"
"2239"	"S000002439"	"YDR032C"	"PST2"
"2240"	"S000002440"	"YDR033W"	"MRH1"
"2241"	"S000002441"	"YDR034C"	"LYS14"
"2242"	"S000002442"	"YDR035W"	"ARO3"
"2243"	"S000002443"	"YDR036C"	"EHD3"
"2244"	"S000002444"	"YDR037W"	"KRS1"
"2245"	"S000002445"	"YDR038C"	"ENA5"
"2246"	"S000002446"	"YDR039C"	"ENA2"
"2247"	"S000002447"	"YDR040C"	"ENA1"
"2248"	"S000002448"	"YDR041W"	"RSM10"
"2249"	"S000002449"	"YDR042C"	""
"2250"	"S000002450"	"YDR043C"	"NRG1"
"2251"	"S000002451"	"YDR044W"	"HEM13"
"2252"	"S000002452"	"YDR045C"	"RPC11"
"2253"	"S000002453"	"YDR046C"	"BAP3"
"2254"	"S000002454"	"YDR047W"	"HEM12"
"2255"	"S000002455"	"YDR048C"	""
"2256"	"S000002456"	"YDR049W"	"VMS1"
"2257"	"S000002457"	"YDR050C"	"TPI1"
"2258"	"S000002458"	"YDR051C"	"DET1"
"2259"	"S000002459"	"YDR052C"	"DBF4"
"2260"	"S000002460"	"YDR053W"	""
"2261"	"S000002461"	"YDR054C"	"CDC34"
"2262"	"S000002462"	"YDR055W"	"PST1"
"2263"	"S000002463"	"YDR056C"	"EMC10"
"2264"	"S000002464"	"YDR057W"	"YOS9"
"2265"	"S000002465"	"YDR058C"	"TGL2"
"2266"	"S000002466"	"YDR059C"	"UBC5"
"2267"	"S000002467"	"YDR060W"	"MAK21"
"2268"	"S000002468"	"YDR061W"	""
"2269"	"S000002469"	"YDR062W"	"LCB2"
"2270"	"S000002470"	"YDR063W"	"AIM7"
"2271"	"S000002471"	"YDR064W"	"RPS13"
"2272"	"S000002472"	"YDR065W"	"RRG1"
"2273"	"S000002473"	"YDR066C"	"RTR2"
"2274"	"S000002474"	"YDR067C"	"OCA6"
"2275"	"S000002475"	"YDR068W"	"DOS2"
"2276"	"S000002476"	"YDR069C"	"DOA4"
"2277"	"S000002477"	"YDR070C"	"FMP16"
"2278"	"S000002478"	"YDR071C"	"PAA1"
"2279"	"S000002479"	"YDR072C"	"IPT1"
"2280"	"S000002480"	"YDR073W"	"SNF11"
"2281"	"S000002481"	"YDR074W"	"TPS2"
"2282"	"S000002482"	"YDR075W"	"PPH3"
"2283"	"S000002483"	"YDR076W"	"RAD55"
"2284"	"S000002484"	"YDR077W"	"SED1"
"2285"	"S000002485"	"YDR078C"	"SHU2"
"2286"	"S000002486"	"YDR079W"	"PET100"
"2287"	"S000002487"	"YDR080W"	"VPS41"
"2288"	"S000002488"	"YDR081C"	"PDC2"
"2289"	"S000002489"	"YDR082W"	"STN1"
"2290"	"S000002490"	"YDR083W"	"RRP8"
"2291"	"S000002491"	"YDR084C"	"TVP23"
"2292"	"S000002492"	"YDR085C"	"AFR1"
"2293"	"S000002493"	"YDR086C"	"SSS1"
"2294"	"S000002494"	"YDR087C"	"RRP1"
"2295"	"S000002495"	"YDR088C"	"SLU7"
"2296"	"S000002496"	"YDR089W"	"VTC5"
"2297"	"S000002497"	"YDR090C"	"ILT1"
"2298"	"S000002498"	"YDR091C"	"RLI1"
"2299"	"S000002499"	"YDR092W"	"UBC13"
"2300"	"S000002500"	"YDR093W"	"DNF2"
"2301"	"S000002501"	"YDR094W"	""
"2302"	"S000002502"	"YDR095C"	""
"2303"	"S000002503"	"YDR096W"	"GIS1"
"2304"	"S000002504"	"YDR097C"	"MSH6"
"2305"	"S000002505"	"YDR098C"	"GRX3"
"2306"	"S000002506"	"YDR099W"	"BMH2"
"2307"	"S000002507"	"YDR100W"	"TVP15"
"2308"	"S000002508"	"YDR101C"	"ARX1"
"2309"	"S000002509"	"YDR102C"	""
"2310"	"S000002510"	"YDR103W"	"STE5"
"2311"	"S000002511"	"YDR104C"	"SPO71"
"2312"	"S000002512"	"YDR105C"	"TMS1"
"2313"	"S000002513"	"YDR106W"	"ARP10"
"2314"	"S000002514"	"YDR107C"	"TMN2"
"2315"	"S000002515"	"YDR108W"	"TRS85"
"2316"	"S000002516"	"YDR109C"	""
"2317"	"S000002517"	"YDR110W"	"FOB1"
"2318"	"S000002518"	"YDR111C"	"ALT2"
"2319"	"S000002519"	"YDR112W"	"IRC2"
"2320"	"S000002520"	"YDR113C"	"PDS1"
"2321"	"S000002521"	"YDR114C"	""
"2322"	"S000002522"	"YDR115W"	"MRX14"
"2323"	"S000002523"	"YDR116C"	"MRPL1"
"2324"	"S000002524"	"YDR117C"	"TMA64"
"2325"	"S000002525"	"YDR118W"	"APC4"
"2326"	"S000002526"	"YDR119W"	"VBA4"
"2327"	"S000002527"	"YDR120C"	"TRM1"
"2328"	"S000002528"	"YDR121W"	"DPB4"
"2329"	"S000002529"	"YDR122W"	"KIN1"
"2330"	"S000002530"	"YDR123C"	"INO2"
"2331"	"S000002531"	"YDR124W"	""
"2332"	"S000002532"	"YDR125C"	"ECM18"
"2333"	"S000002533"	"YDR126W"	"SWF1"
"2334"	"S000002534"	"YDR127W"	"ARO1"
"2335"	"S000002535"	"YDR128W"	"MTC5"
"2336"	"S000002536"	"YDR129C"	"SAC6"
"2337"	"S000002537"	"YDR130C"	"FIN1"
"2338"	"S000002538"	"YDR131C"	""
"2339"	"S000002539"	"YDR132C"	"MRX16"
"2340"	"S000002540"	"YDR133C"	""
"2341"	"S000002541"	"YDR134C"	"CCW22"
"2342"	"S000002542"	"YDR135C"	"YCF1"
"2343"	"S000002543"	"YDR136C"	"VPS61"
"2344"	"S000002544"	"YDR137W"	"RGP1"
"2345"	"S000002545"	"YDR138W"	"HPR1"
"2346"	"S000002546"	"YDR139C"	"RUB1"
"2347"	"S000002547"	"YDR140W"	"MTQ2"
"2348"	"S000002548"	"YDR141C"	"DOP1"
"2349"	"S000002549"	"YDR142C"	"PEX7"
"2350"	"S000002550"	"YDR143C"	"SAN1"
"2351"	"S000002551"	"YDR144C"	"MKC7"
"2352"	"S000002552"	"YDR145W"	"TAF12"
"2353"	"S000002553"	"YDR146C"	"SWI5"
"2354"	"S000002554"	"YDR147W"	"EKI1"
"2355"	"S000002555"	"YDR148C"	"KGD2"
"2356"	"S000002556"	"YDR149C"	""
"2357"	"S000002557"	"YDR150W"	"NUM1"
"2358"	"S000002558"	"YDR151C"	"CTH1"
"2359"	"S000002559"	"YDR152W"	"GIR2"
"2360"	"S000002560"	"YDR153C"	"ENT5"
"2361"	"S000002561"	"YDR154C"	""
"2362"	"S000002562"	"YDR155C"	"CPR1"
"2363"	"S000002563"	"YDR156W"	"RPA14"
"2364"	"S000002564"	"YDR157W"	""
"2365"	"S000002565"	"YDR158W"	"HOM2"
"2366"	"S000002566"	"YDR159W"	"SAC3"
"2367"	"S000002567"	"YDR160W"	"SSY1"
"2368"	"S000002568"	"YDR161W"	"ACL4"
"2369"	"S000002569"	"YDR162C"	"NBP2"
"2370"	"S000002570"	"YDR163W"	"CWC15"
"2371"	"S000002571"	"YDR164C"	"SEC1"
"2372"	"S000002572"	"YDR165W"	"TRM82"
"2373"	"S000002573"	"YDR166C"	"SEC5"
"2374"	"S000002574"	"YDR167W"	"TAF10"
"2375"	"S000002575"	"YDR168W"	"CDC37"
"2376"	"S000002576"	"YDR169C"	"STB3"
"2377"	"S000002577"	"YDR170C"	"SEC7"
"2378"	"S000002578"	"YDR171W"	"HSP42"
"2379"	"S000002579"	"YDR172W"	"SUP35"
"2380"	"S000002580"	"YDR173C"	"ARG82"
"2381"	"S000002581"	"YDR174W"	"HMO1"
"2382"	"S000002582"	"YDR175C"	"RSM24"
"2383"	"S000002583"	"YDR176W"	"NGG1"
"2384"	"S000002584"	"YDR177W"	"UBC1"
"2385"	"S000002585"	"YDR178W"	"SDH4"
"2386"	"S000002586"	"YDR179C"	"CSN9"
"2387"	"S000002587"	"YDR179W-A"	"NVJ3"
"2388"	"S000002588"	"YDR180W"	"SCC2"
"2389"	"S000002589"	"YDR181C"	"SAS4"
"2390"	"S000002590"	"YDR182W"	"CDC1"
"2391"	"S000002591"	"YDR183W"	"PLP1"
"2392"	"S000002592"	"YDR184C"	"ATC1"
"2393"	"S000002593"	"YDR185C"	"UPS3"
"2394"	"S000002594"	"YDR186C"	"SND1"
"2395"	"S000002595"	"YDR187C"	""
"2396"	"S000002596"	"YDR188W"	"CCT6"
"2397"	"S000002597"	"YDR189W"	"SLY1"
"2398"	"S000002598"	"YDR190C"	"RVB1"
"2399"	"S000002599"	"YDR191W"	"HST4"
"2400"	"S000002600"	"YDR192C"	"NUP42"
"2401"	"S000002601"	"YDR193W"	""
"2402"	"S000002602"	"YDR194C"	"MSS116"
"2403"	"S000002603"	"YDR195W"	"REF2"
"2404"	"S000002604"	"YDR196C"	"CAB5"
"2405"	"S000002605"	"YDR197W"	"CBS2"
"2406"	"S000002606"	"YDR198C"	"RKM2"
"2407"	"S000002607"	"YDR199W"	""
"2408"	"S000002608"	"YDR200C"	"VPS64"
"2409"	"S000002609"	"YDR201W"	"SPC19"
"2410"	"S000002610"	"YDR202C"	"RAV2"
"2411"	"S000002611"	"YDR203W"	""
"2412"	"S000002612"	"YDR204W"	"COQ4"
"2413"	"S000002613"	"YDR205W"	"MSC2"
"2414"	"S000002614"	"YDR206W"	"EBS1"
"2415"	"S000002615"	"YDR207C"	"UME6"
"2416"	"S000002616"	"YDR208W"	"MSS4"
"2417"	"S000002617"	"YDR209C"	""
"2418"	"S000002618"	"YDR210W"	""
"2419"	"S000002619"	"YDR211W"	"GCD6"
"2420"	"S000002620"	"YDR212W"	"TCP1"
"2421"	"S000002621"	"YDR213W"	"UPC2"
"2422"	"S000002622"	"YDR214W"	"AHA1"
"2423"	"S000002623"	"YDR215C"	""
"2424"	"S000002624"	"YDR216W"	"ADR1"
"2425"	"S000002625"	"YDR217C"	"RAD9"
"2426"	"S000002626"	"YDR218C"	"SPR28"
"2427"	"S000002627"	"YDR219C"	"MFB1"
"2428"	"S000002628"	"YDR220C"	""
"2429"	"S000002629"	"YDR221W"	"GTB1"
"2430"	"S000002630"	"YDR222W"	""
"2431"	"S000002631"	"YDR223W"	"CRF1"
"2432"	"S000002632"	"YDR224C"	"HTB1"
"2433"	"S000002633"	"YDR225W"	"HTA1"
"2434"	"S000002634"	"YDR226W"	"ADK1"
"2435"	"S000002635"	"YDR227W"	"SIR4"
"2436"	"S000002636"	"YDR228C"	"PCF11"
"2437"	"S000002637"	"YDR229W"	"IVY1"
"2438"	"S000002638"	"YDR230W"	""
"2439"	"S000002639"	"YDR231C"	"COX20"
"2440"	"S000002640"	"YDR232W"	"HEM1"
"2441"	"S000002641"	"YDR233C"	"RTN1"
"2442"	"S000002642"	"YDR234W"	"LYS4"
"2443"	"S000002643"	"YDR235W"	"PRP42"
"2444"	"S000002644"	"YDR236C"	"FMN1"
"2445"	"S000002645"	"YDR237W"	"MRPL7"
"2446"	"S000002646"	"YDR238C"	"SEC26"
"2447"	"S000002647"	"YDR239C"	""
"2448"	"S000002648"	"YDR240C"	"SNU56"
"2449"	"S000002649"	"YDR241W"	"BUD26"
"2450"	"S000002650"	"YDR242W"	"AMD2"
"2451"	"S000002651"	"YDR243C"	"PRP28"
"2452"	"S000002652"	"YDR244W"	"PEX5"
"2453"	"S000002653"	"YDR245W"	"MNN10"
"2454"	"S000002654"	"YDR246W"	"TRS23"
"2455"	"S000002655"	"YDR247W"	"VHS1"
"2456"	"S000002656"	"YDR248C"	""
"2457"	"S000002657"	"YDR249C"	""
"2458"	"S000002658"	"YDR250C"	""
"2459"	"S000002659"	"YDR251W"	"PAM1"
"2460"	"S000002660"	"YDR252W"	"BTT1"
"2461"	"S000002661"	"YDR253C"	"MET32"
"2462"	"S000002662"	"YDR254W"	"CHL4"
"2463"	"S000002663"	"YDR255C"	"RMD5"
"2464"	"S000002664"	"YDR256C"	"CTA1"
"2465"	"S000002665"	"YDR257C"	"RKM4"
"2466"	"S000002666"	"YDR258C"	"HSP78"
"2467"	"S000002667"	"YDR259C"	"YAP6"
"2468"	"S000002668"	"YDR260C"	"SWM1"
"2469"	"S000002669"	"YDR261C"	"EXG2"
"2470"	"S000002670"	"YDR262W"	""
"2471"	"S000002671"	"YDR263C"	"DIN7"
"2472"	"S000002672"	"YDR264C"	"AKR1"
"2473"	"S000002673"	"YDR265W"	"PEX10"
"2474"	"S000002674"	"YDR266C"	"HEL2"
"2475"	"S000002675"	"YDR267C"	"CIA1"
"2476"	"S000002676"	"YDR268W"	"MSW1"
"2477"	"S000002677"	"YDR269C"	""
"2478"	"S000002678"	"YDR270W"	"CCC2"
"2479"	"S000002679"	"YDR271C"	""
"2480"	"S000002680"	"YDR272W"	"GLO2"
"2481"	"S000002681"	"YDR273W"	"DON1"
"2482"	"S000002682"	"YDR274C"	""
"2483"	"S000002683"	"YDR275W"	"BSC2"
"2484"	"S000002684"	"YDR276C"	"PMP3"
"2485"	"S000002685"	"YDR277C"	"MTH1"
"2486"	"S000002686"	"YDR278C"	""
"2487"	"S000002687"	"YDR279W"	"RNH202"
"2488"	"S000002688"	"YDR280W"	"RRP45"
"2489"	"S000002689"	"YDR281C"	"PHM6"
"2490"	"S000002690"	"YDR282C"	"MRX10"
"2491"	"S000002691"	"YDR283C"	"GCN2"
"2492"	"S000002692"	"YDR284C"	"DPP1"
"2493"	"S000002693"	"YDR285W"	"ZIP1"
"2494"	"S000002694"	"YDR286C"	"MGP12"
"2495"	"S000002695"	"YDR287W"	"INM2"
"2496"	"S000002696"	"YDR288W"	"NSE3"
"2497"	"S000002697"	"YDR289C"	"RTT103"
"2498"	"S000002698"	"YDR290W"	""
"2499"	"S000002699"	"YDR291W"	"HRQ1"
"2500"	"S000002700"	"YDR292C"	"SRP101"
"2501"	"S000002701"	"YDR293C"	"SSD1"
"2502"	"S000002702"	"YDR294C"	"DPL1"
"2503"	"S000002703"	"YDR295C"	"HDA2"
"2504"	"S000002704"	"YDR296W"	"MHR1"
"2505"	"S000002705"	"YDR297W"	"SUR2"
"2506"	"S000002706"	"YDR298C"	"ATP5"
"2507"	"S000002707"	"YDR299W"	"BFR2"
"2508"	"S000002708"	"YDR300C"	"PRO1"
"2509"	"S000002709"	"YDR301W"	"CFT1"
"2510"	"S000002710"	"YDR302W"	"GPI11"
"2511"	"S000002711"	"YDR303C"	"RSC3"
"2512"	"S000002712"	"YDR304C"	"CPR5"
"2513"	"S000002713"	"YDR305C"	"HNT2"
"2514"	"S000002714"	"YDR306C"	"PFU1"
"2515"	"S000002715"	"YDR307W"	"PMT7"
"2516"	"S000002716"	"YDR308C"	"SRB7"
"2517"	"S000002717"	"YDR309C"	"GIC2"
"2518"	"S000002718"	"YDR310C"	"SUM1"
"2519"	"S000002719"	"YDR311W"	"TFB1"
"2520"	"S000002720"	"YDR312W"	"SSF2"
"2521"	"S000002721"	"YDR313C"	"PIB1"
"2522"	"S000002722"	"YDR314C"	"RAD34"
"2523"	"S000002723"	"YDR315C"	"IPK1"
"2524"	"S000002724"	"YDR316W"	"OMS1"
"2525"	"S000002725"	"YDR317W"	"HIM1"
"2526"	"S000002726"	"YDR318W"	"MCM21"
"2527"	"S000002727"	"YDR319C"	"YFT2"
"2528"	"S000002728"	"YDR320C"	"SWA2"
"2529"	"S000002729"	"YDR321W"	"ASP1"
"2530"	"S000002730"	"YDR322W"	"MRPL35"
"2531"	"S000002731"	"YDR323C"	"PEP7"
"2532"	"S000002732"	"YDR324C"	"UTP4"
"2533"	"S000002733"	"YDR325W"	"YCG1"
"2534"	"S000002734"	"YDR326C"	"YSP2"
"2535"	"S000002735"	"YDR327W"	""
"2536"	"S000002736"	"YDR328C"	"SKP1"
"2537"	"S000002737"	"YDR329C"	"PEX3"
"2538"	"S000002738"	"YDR330W"	"UBX5"
"2539"	"S000002739"	"YDR331W"	"GPI8"
"2540"	"S000002740"	"YDR332W"	"IRC3"
"2541"	"S000002741"	"YDR333C"	"RQC1"
"2542"	"S000002742"	"YDR334W"	"SWR1"
"2543"	"S000002743"	"YDR335W"	"MSN5"
"2544"	"S000002744"	"YDR336W"	"MRX8"
"2545"	"S000002745"	"YDR337W"	"MRPS28"
"2546"	"S000002746"	"YDR338C"	""
"2547"	"S000002747"	"YDR339C"	"FCF1"
"2548"	"S000002748"	"YDR340W"	""
"2549"	"S000002749"	"YDR341C"	""
"2550"	"S000002750"	"YDR342C"	"HXT7"
"2551"	"S000002751"	"YDR343C"	"HXT6"
"2552"	"S000002752"	"YDR344C"	""
"2553"	"S000002753"	"YDR345C"	"HXT3"
"2554"	"S000002754"	"YDR346C"	"SVF1"
"2555"	"S000002755"	"YDR347W"	"MRP1"
"2556"	"S000002756"	"YDR348C"	"PAL1"
"2557"	"S000002757"	"YDR349C"	"YPS7"
"2558"	"S000002758"	"YDR350C"	"ATP22"
"2559"	"S000002759"	"YDR351W"	"SBE2"
"2560"	"S000002760"	"YDR352W"	"YPQ2"
"2561"	"S000002761"	"YDR353W"	"TRR1"
"2562"	"S000002762"	"YDR354W"	"TRP4"
"2563"	"S000002763"	"YDR355C"	""
"2564"	"S000002764"	"YDR356W"	"SPC110"
"2565"	"S000002765"	"YDR357C"	"CNL1"
