"primary"	"secondary"	"symbol"
"177"	"S000000176"	"YBL080C"	"PET112"
"178"	"S000000177"	"YBL081W"	NA
"179"	"S000000178"	"YBL082C"	"ALG3"
"180"	"S000000179"	"YBL083C"	NA
"181"	"S000000180"	"YBL084C"	"CDC27"
"182"	"S000000181"	"YBL085W"	"BOI1"
"183"	"S000000182"	"YBL086C"	NA
"184"	"S000000183"	"YBL087C"	"RPL23A"
"185"	"S000000184"	"YBL088C"	"TEL1"
"186"	"S000000185"	"YBL089W"	"AVT5"
"187"	"S000000186"	"YBL090W"	"MRP21"
"188"	"S000000187"	"YBL091C"	"MAP2"
"189"	"S000000188"	"YBL092W"	"RPL32"
"190"	"S000000189"	"YBL093C"	"ROX3"
"191"	"S000000190"	"YBL094C"	NA
"192"	"S000000191"	"YBL095W"	"MRX3"
"193"	"S000000192"	"YBL096C"	NA
"194"	"S000000193"	"YBL097W"	"BRN1"
"195"	"S000000194"	"YBL098W"	"BNA4"
"196"	"S000000195"	"YBL099W"	"ATP1"
"197"	"S000000196"	"YBL100C"	NA
"198"	"S000000197"	"YBL101C"	"ECM21"
"199"	"S000000198"	"YBL102W"	"SFT2"
"200"	"S000000199"	"YBL103C"	"RTG3"
"201"	"S000000200"	"YBL104C"	"SEA4"
"202"	"S000000201"	"YBL105C"	"PKC1"
"203"	"S000000202"	"YBL106C"	"SRO77"
"204"	"S000000203"	"YBL107C"	"MIX23"
"205"	"S000000204"	"YBL108W"	NA
"206"	"S000000205"	"YBR001C"	"NTH2"
"207"	"S000000206"	"YBR002C"	"RER2"
"208"	"S000000207"	"YBR003W"	"COQ1"
"209"	"S000000208"	"YBR004C"	"GPI18"
"210"	"S000000209"	"YBR005W"	"RCR1"
"211"	"S000000210"	"YBR006W"	"UGA2"
"212"	"S000000211"	"YBR007C"	"DSF2"
"213"	"S000000212"	"YBR008C"	"FLR1"
"214"	"S000000213"	"YBR009C"	"HHF1"
"215"	"S000000214"	"YBR010W"	"HHT1"
"216"	"S000000215"	"YBR011C"	"IPP1"
"217"	"S000000216"	"YBR012C"	NA
"218"	"S000000217"	"YBR013C"	NA
"219"	"S000000218"	"YBR014C"	"GRX7"
"220"	"S000000219"	"YBR015C"	"MNN2"
"221"	"S000000220"	"YBR016W"	NA
"222"	"S000000221"	"YBR017C"	"KAP104"
"223"	"S000000222"	"YBR018C"	"GAL7"
"224"	"S000000223"	"YBR019C"	"GAL10"
"225"	"S000000224"	"YBR020W"	"GAL1"
"226"	"S000000225"	"YBR021W"	"FUR4"
"227"	"S000000226"	"YBR022W"	"POA1"
"228"	"S000000227"	"YBR023C"	"CHS3"
"229"	"S000000228"	"YBR024W"	"SCO2"
"230"	"S000000229"	"YBR025C"	"OLA1"
"231"	"S000000230"	"YBR026C"	"ETR1"
"232"	"S000000231"	"YBR027C"	NA
"233"	"S000000232"	"YBR028C"	"YPK3"
"234"	"S000000233"	"YBR029C"	"CDS1"
"235"	"S000000234"	"YBR030W"	"RKM3"
"236"	"S000000235"	"YBR031W"	"RPL4A"
"237"	"S000000236"	"YBR032W"	NA
"238"	"S000000237"	"YBR033W"	"EDS1"
"239"	"S000000238"	"YBR034C"	"HMT1"
"240"	"S000000239"	"YBR035C"	"PDX3"
"241"	"S000000240"	"YBR036C"	"CSG2"
"242"	"S000000241"	"YBR037C"	"SCO1"
"243"	"S000000242"	"YBR038W"	"CHS2"
"244"	"S000000243"	"YBR039W"	"ATP3"
"245"	"S000000244"	"YBR040W"	"FIG1"
"246"	"S000000245"	"YBR041W"	"FAT1"
"247"	"S000000246"	"YBR042C"	"CST26"
"248"	"S000000247"	"YBR043C"	"QDR3"
"249"	"S000000248"	"YBR044C"	"TCM62"
"250"	"S000000249"	"YBR045C"	"GIP1"
"251"	"S000000250"	"YBR046C"	"ZTA1"
"252"	"S000000251"	"YBR047W"	"FMP23"
"253"	"S000000252"	"YBR048W"	"RPS11B"
"254"	"S000000253"	"YBR049C"	"REB1"
"255"	"S000000254"	"YBR050C"	"REG2"
"256"	"S000000255"	"YBR051W"	NA
"257"	"S000000256"	"YBR052C"	"RFS1"
"258"	"S000000257"	"YBR053C"	NA
"259"	"S000000258"	"YBR054W"	"YRO2"
"260"	"S000000259"	"YBR055C"	"PRP6"
"261"	"S000000260"	"YBR056W"	NA
"262"	"S000000261"	"YBR057C"	"MUM2"
"263"	"S000000262"	"YBR058C"	"UBP14"
"264"	"S000000263"	"YBR059C"	"AKL1"
"265"	"S000000264"	"YBR060C"	"ORC2"
"266"	"S000000265"	"YBR061C"	"TRM7"
"267"	"S000000266"	"YBR062C"	NA
"268"	"S000000267"	"YBR063C"	NA
"269"	"S000000268"	"YBR064W"	NA
"270"	"S000000269"	"YBR065C"	"ECM2"
"271"	"S000000270"	"YBR066C"	"NRG2"
"272"	"S000000271"	"YBR067C"	"TIP1"
"273"	"S000000272"	"YBR068C"	"BAP2"
"274"	"S000000273"	"YBR069C"	"TAT1"
"275"	"S000000274"	"YBR070C"	"ALG14"
"276"	"S000000275"	"YBR071W"	NA
"277"	"S000000276"	"YBR072W"	"HSP26"
"278"	"S000000277"	"YBR073W"	"RDH54"
"279"	"S000000278"	"YBR074W"	"PFF1"
"280"	"S000000279"	"YBR075W"	NA
"281"	"S000000280"	"YBR076W"	"ECM8"
"282"	"S000000281"	"YBR077C"	"SLM4"
"283"	"S000000282"	"YBR078W"	"ECM33"
"284"	"S000000283"	"YBR079C"	"RPG1"
"285"	"S000000284"	"YBR080C"	"SEC18"
"286"	"S000000285"	"YBR081C"	"SPT7"
"287"	"S000000286"	"YBR082C"	"UBC4"
"288"	"S000000287"	"YBR083W"	"TEC1"
"289"	"S000000288"	"YBR084W"	"MIS1"
"290"	"S000000289"	"YBR085W"	"AAC3"
"291"	"S000000290"	"YBR086C"	"IST2"
"292"	"S000000291"	"YBR087W"	"RFC5"
"293"	"S000000292"	"YBR088C"	"POL30"
"294"	"S000000293"	"YBR089W"	NA
"295"	"S000000294"	"YBR090C"	NA
"296"	"S000000295"	"YBR091C"	"TIM12"
"297"	"S000000296"	"YBR092C"	"PHO3"
"298"	"S000000297"	"YBR093C"	"PHO5"
"299"	"S000000298"	"YBR094W"	"PBY1"
"300"	"S000000299"	"YBR095C"	"RXT2"
"301"	"S000000300"	"YBR096W"	NA
"302"	"S000000301"	"YBR097W"	"VPS15"
"303"	"S000000302"	"YBR098W"	"MMS4"
"304"	"S000000303"	"YBR099C"	NA
"305"	"S000000304"	"YBR100W"	NA
"306"	"S000000305"	"YBR101C"	"FES1"
"307"	"S000000306"	"YBR102C"	"EXO84"
"308"	"S000000307"	"YBR103W"	"SIF2"
"309"	"S000000308"	"YBR104W"	"YMC2"
"310"	"S000000309"	"YBR105C"	"VID24"
"311"	"S000000310"	"YBR106W"	"PHO88"
"312"	"S000000311"	"YBR107C"	"IML3"
"313"	"S000000312"	"YBR108W"	"AIM3"
"314"	"S000000313"	"YBR109C"	"CMD1"
"315"	"S000000314"	"YBR110W"	"ALG1"
"316"	"S000000315"	"YBR111C"	"YSA1"
"317"	"S000000316"	"YBR112C"	"CYC8"
"318"	"S000000317"	"YBR113W"	NA
"319"	"S000000318"	"YBR114W"	"RAD16"
"320"	"S000000319"	"YBR115C"	"LYS2"
"321"	"S000000320"	"YBR116C"	NA
"322"	"S000000321"	"YBR117C"	"TKL2"
"323"	"S000000322"	"YBR118W"	"TEF2"
"324"	"S000000323"	"YBR119W"	"MUD1"
"325"	"S000000324"	"YBR120C"	"CBP6"
"326"	"S000000325"	"YBR121C"	"GRS1"
"327"	"S000000326"	"YBR122C"	"MRPL36"
"328"	"S000000327"	"YBR123C"	"TFC1"
"329"	"S000000328"	"YBR124W"	NA
"330"	"S000000329"	"YBR125C"	"PTC4"
"331"	"S000000330"	"YBR126C"	"TPS1"
"332"	"S000000331"	"YBR127C"	"VMA2"
"333"	"S000000332"	"YBR128C"	"ATG14"
"334"	"S000000333"	"YBR129C"	"OPY1"
"335"	"S000000334"	"YBR130C"	"SHE3"
"336"	"S000000335"	"YBR131W"	"CCZ1"
"337"	"S000000336"	"YBR132C"	"AGP2"
"338"	"S000000337"	"YBR133C"	"HSL7"
"339"	"S000000338"	"YBR134W"	NA
"340"	"S000000339"	"YBR135W"	"CKS1"
"341"	"S000000340"	"YBR136W"	"MEC1"
"342"	"S000000341"	"YBR137W"	NA
"343"	"S000000342"	"YBR138C"	NA
"344"	"S000000343"	"YBR139W"	NA
"345"	"S000000344"	"YBR140C"	"IRA1"
"346"	"S000000345"	"YBR141C"	"BMT2"
"347"	"S000000346"	"YBR142W"	"MAK5"
"348"	"S000000347"	"YBR143C"	"SUP45"
"349"	"S000000348"	"YBR144C"	NA
"350"	"S000000349"	"YBR145W"	"ADH5"
"351"	"S000000350"	"YBR146W"	"MRPS9"
"352"	"S000000351"	"YBR147W"	"RTC2"
"353"	"S000000352"	"YBR148W"	"YSW1"
"354"	"S000000353"	"YBR149W"	"ARA1"
"355"	"S000000354"	"YBR150C"	"TBS1"
"356"	"S000000355"	"YBR151W"	"APD1"
"357"	"S000000356"	"YBR152W"	"SPP381"
"358"	"S000000357"	"YBR153W"	"RIB7"
"359"	"S000000358"	"YBR154C"	"RPB5"
"360"	"S000000359"	"YBR155W"	"CNS1"
"361"	"S000000360"	"YBR156C"	"SLI15"
"362"	"S000000361"	"YBR157C"	"ICS2"
"363"	"S000000362"	"YBR158W"	"AMN1"
"364"	"S000000363"	"YBR159W"	"IFA38"
"365"	"S000000364"	"YBR160W"	"CDC28"
"366"	"S000000365"	"YBR161W"	"CSH1"
"367"	"S000000366"	"YBR162C"	"TOS1"
"368"	"S000000367"	"YBR163W"	"EXO5"
"369"	"S000000368"	"YBR164C"	"ARL1"
"370"	"S000000369"	"YBR165W"	"UBS1"
"371"	"S000000370"	"YBR166C"	"TYR1"
"372"	"S000000371"	"YBR167C"	"POP7"
"373"	"S000000372"	"YBR168W"	"PEX32"
"374"	"S000000373"	"YBR169C"	"SSE2"
"375"	"S000000374"	"YBR170C"	"NPL4"
"376"	"S000000375"	"YBR171W"	"SEC66"
"377"	"S000000376"	"YBR172C"	"SMY2"
"378"	"S000000377"	"YBR173C"	"UMP1"
"379"	"S000000378"	"YBR174C"	NA
"380"	"S000000379"	"YBR175W"	"SWD3"
"381"	"S000000380"	"YBR176W"	"ECM31"
"382"	"S000000381"	"YBR177C"	"EHT1"
"383"	"S000000382"	"YBR178W"	NA
"384"	"S000000383"	"YBR179C"	"FZO1"
"385"	"S000000384"	"YBR180W"	"DTR1"
"386"	"S000000385"	"YBR181C"	"RPS6B"
"387"	"S000000386"	"YBR182C"	"SMP1"
"388"	"S000000387"	"YBR183W"	"YPC1"
"389"	"S000000388"	"YBR184W"	NA
"390"	"S000000389"	"YBR185C"	"MBA1"
"391"	"S000000390"	"YBR186W"	"PCH2"
"392"	"S000000391"	"YBR187W"	"GDT1"
"393"	"S000000392"	"YBR188C"	"NTC20"
"394"	"S000000393"	"YBR189W"	"RPS9B"
"395"	"S000000394"	"YBR190W"	NA
"396"	"S000000395"	"YBR191W"	"RPL21A"
"397"	"S000000396"	"YBR192W"	"RIM2"
"398"	"S000000397"	"YBR193C"	"MED8"
"399"	"S000000398"	"YBR194W"	"AIM4"
"400"	"S000000399"	"YBR195C"	"MSI1"
"401"	"S000000400"	"YBR196C"	"PGI1"
"402"	"S000000401"	"YBR197C"	NA
"403"	"S000000402"	"YBR198C"	"TAF5"
"404"	"S000000403"	"YBR199W"	"KTR4"
"405"	"S000000404"	"YBR200W"	"BEM1"
"406"	"S000000405"	"YBR201W"	"DER1"
"407"	"S000000406"	"YBR202W"	"MCM7"
"408"	"S000000407"	"YBR203W"	"COS111"
"409"	"S000000408"	"YBR204C"	"LDH1"
"410"	"S000000409"	"YBR205W"	"KTR3"
"411"	"S000000410"	"YBR206W"	NA
"412"	"S000000411"	"YBR207W"	"FTH1"
"413"	"S000000412"	"YBR208C"	"DUR1,2"
"414"	"S000000413"	"YBR209W"	NA
"415"	"S000000414"	"YBR210W"	"ERV15"
"416"	"S000000415"	"YBR211C"	"AME1"
"417"	"S000000416"	"YBR212W"	"NGR1"
"418"	"S000000417"	"YBR213W"	"MET8"
"419"	"S000000418"	"YBR214W"	"SDS24"
"420"	"S000000419"	"YBR215W"	"HPC2"
"421"	"S000000420"	"YBR216C"	"YBP1"
"422"	"S000000421"	"YBR217W"	"ATG12"
"423"	"S000000422"	"YBR218C"	"PYC2"
"424"	"S000000423"	"YBR219C"	NA
"425"	"S000000424"	"YBR220C"	NA
"426"	"S000000425"	"YBR221C"	"PDB1"
"427"	"S000000426"	"YBR222C"	"PCS60"
"428"	"S000000427"	"YBR223C"	"TDP1"
"429"	"S000000428"	"YBR224W"	NA
"430"	"S000000429"	"YBR225W"	NA
"431"	"S000000430"	"YBR226C"	NA
"432"	"S000000431"	"YBR227C"	"MCX1"
"433"	"S000000432"	"YBR228W"	"SLX1"
"434"	"S000000433"	"YBR229C"	"ROT2"
"435"	"S000000434"	"YBR230C"	"OM14"
"436"	"S000000435"	"YBR231C"	"SWC5"
"437"	"S000000436"	"YBR232C"	NA
"438"	"S000000437"	"YBR233W"	"PBP2"
"439"	"S000000438"	"YBR234C"	"ARC40"
"440"	"S000000439"	"YBR235W"	"VHC1"
"441"	"S000000440"	"YBR236C"	"ABD1"
"442"	"S000000441"	"YBR237W"	"PRP5"
"443"	"S000000442"	"YBR238C"	NA
"444"	"S000000443"	"YBR239C"	"ERT1"
"445"	"S000000444"	"YBR240C"	"THI2"
"446"	"S000000445"	"YBR241C"	NA
"447"	"S000000446"	"YBR242W"	NA
"448"	"S000000447"	"YBR243C"	"ALG7"
"449"	"S000000448"	"YBR244W"	"GPX2"
"450"	"S000000449"	"YBR245C"	"ISW1"
"451"	"S000000450"	"YBR246W"	"RRT2"
"452"	"S000000451"	"YBR247C"	"ENP1"
"453"	"S000000452"	"YBR248C"	"HIS7"
"454"	"S000000453"	"YBR249C"	"ARO4"
"455"	"S000000454"	"YBR250W"	"SPO23"
"456"	"S000000455"	"YBR251W"	"MRPS5"
"457"	"S000000456"	"YBR252W"	"DUT1"
"458"	"S000000457"	"YBR253W"	"SRB6"
"459"	"S000000458"	"YBR254C"	"TRS20"
"460"	"S000000459"	"YBR255W"	"MTC4"
"461"	"S000000460"	"YBR256C"	"RIB5"
"462"	"S000000461"	"YBR257W"	"POP4"
"463"	"S000000462"	"YBR258C"	"SHG1"
"464"	"S000000463"	"YBR259W"	NA
"465"	"S000000464"	"YBR260C"	"RGD1"
"466"	"S000000465"	"YBR261C"	"TAE1"
"467"	"S000000466"	"YBR262C"	"MIC12"
"468"	"S000000467"	"YBR263W"	"SHM1"
"469"	"S000000468"	"YBR264C"	"YPT10"
"470"	"S000000469"	"YBR265W"	"TSC10"
"471"	"S000000470"	"YBR266C"	"SLM6"
"472"	"S000000471"	"YBR267W"	"REI1"
"473"	"S000000472"	"YBR268W"	"MRPL37"
"474"	"S000000473"	"YBR269C"	"SDH8"
"475"	"S000000474"	"YBR270C"	"BIT2"
"476"	"S000000475"	"YBR271W"	"EFM2"
"477"	"S000000476"	"YBR272C"	"HSM3"
"478"	"S000000477"	"YBR273C"	"UBX7"
"479"	"S000000478"	"YBR274W"	"CHK1"
"480"	"S000000479"	"YBR275C"	"RIF1"
"481"	"S000000480"	"YBR276C"	"PPS1"
"482"	"S000000481"	"YBR277C"	NA
"483"	"S000000482"	"YBR278W"	"DPB3"
"484"	"S000000483"	"YBR279W"	"PAF1"
"485"	"S000000484"	"YBR280C"	"SAF1"
"486"	"S000000485"	"YBR281C"	"DUG2"
"487"	"S000000486"	"YBR282W"	"MRPL27"
"488"	"S000000487"	"YBR283C"	"SSH1"
"489"	"S000000488"	"YBR284W"	NA
"490"	"S000000489"	"YBR285W"	NA
"491"	"S000000490"	"YBR286W"	"APE3"
"492"	"S000000491"	"YBR287W"	NA
"493"	"S000000492"	"YBR288C"	"APM3"
"494"	"S000000493"	"YBR289W"	"SNF5"
"495"	"S000000494"	"YBR290W"	"BSD2"
"496"	"S000000495"	"YBR291C"	"CTP1"
"497"	"S000000496"	"YBR292C"	NA
"498"	"S000000497"	"YBR293W"	"VBA2"
"499"	"S000000498"	"YBR294W"	"SUL1"
"500"	"S000000499"	"YBR295W"	"PCA1"
"501"	"S000000500"	"YBR296C"	"PHO89"
"502"	"S000000501"	"YBR297W"	"MAL33"
"503"	"S000000502"	"YBR298C"	"MAL31"
"504"	"S000000503"	"YBR299W"	"MAL32"
"505"	"S000000504"	"YBR300C"	NA
"506"	"S000000505"	"YBR301W"	"PAU24"
"507"	"S000000506"	"YBR302C"	"COS2"
"508"	"S000000507"	"YCL001W"	"RER1"
"509"	"S000000508"	"YCL002C"	NA
"510"	"S000000509"	"YCL003W"	NA
"511"	"S000000510"	"YCL004W"	"PGS1"
"512"	"S000000511"	"YCL005W"	"LDB16"
"513"	"S000000512"	"YCL006C"	NA
"514"	"S000000513"	"YCL007C"	NA
"515"	"S000000514"	"YCL008C"	"STP22"
"516"	"S000000515"	"YCL009C"	"ILV6"
"517"	"S000000516"	"YCL010C"	"SGF29"
"518"	"S000000517"	"YCL011C"	"GBP2"
"519"	"S000000518"	"YCL012W"	NA
"520"	"S000000519"	"YCL013W"	NA
"521"	"S000000520"	"YCL014W"	"BUD3"
"522"	"S000000521"	"YCL016C"	"DCC1"
"523"	"S000000522"	"YCL017C"	"NFS1"
"524"	"S000000523"	"YCL018W"	"LEU2"
"525"	"S000000524"	"YCL019W"	NA
"526"	"S000000525"	"YCL020W"	NA
"527"	"S000000526"	"YCL021W"	NA
"528"	"S000000527"	"YCL022C"	NA
"529"	"S000000528"	"YCL023C"	NA
"530"	"S000000529"	"YCL024W"	"KCC4"
"531"	"S000000530"	"YCL025C"	"AGP1"
"532"	"S000000531"	"YCL026C"	NA
"533"	"S000000532"	"YCL027W"	"FUS1"
"534"	"S000000533"	"YCL028W"	"RNQ1"
"535"	"S000000534"	"YCL029C"	"BIK1"
"536"	"S000000535"	"YCL030C"	"HIS4"
"537"	"S000000536"	"YCL031C"	"RRP7"
"538"	"S000000537"	"YCL032W"	"STE50"
"539"	"S000000538"	"YCL033C"	"MXR2"
"540"	"S000000539"	"YCL034W"	"LSB5"
"541"	"S000000540"	"YCL035C"	"GRX1"
"542"	"S000000541"	"YCL036W"	"GFD2"
"543"	"S000000542"	"YCL037C"	"SRO9"
"544"	"S000000543"	"YCL038C"	"ATG22"
"545"	"S000000544"	"YCL039W"	"GID7"
"546"	"S000000545"	"YCL040W"	"GLK1"
"547"	"S000000546"	"YCL041C"	NA
"548"	"S000000547"	"YCL042W"	NA
"549"	"S000000548"	"YCL043C"	"PDI1"
"550"	"S000000549"	"YCL044C"	"MGR1"
"551"	"S000000550"	"YCL045C"	"EMC1"
"552"	"S000000551"	"YCL046W"	NA
"553"	"S000000552"	"YCL047C"	"POF1"
"554"	"S000000553"	"YCL048W"	"SPS22"
"555"	"S000000554"	"YCL049C"	NA
